gene_id	gene_name	enc	cai
Tb927.10.13980	hypothetical protein, conserved	58.159	0.674
Tb927.10.13990	hypothetical protein, conserved	59.482	0.661
Tb927.10.1400	hypoxanthine-guanine phosphoribosyltransferase (HGPRT)	58.127	0.692
Tb927.10.14000	aconitase (ACO)	56.91	0.696
Tb927.10.14010	hypothetical protein, conserved	57.842	0.706
Tb927.10.14020	hypothetical protein, conserved	58.555	0.592
Tb927.10.14030	hypothetical protein, conserved	58.707	0.608
Tb927.10.14040	vacuolar ATP synthase subunit c, putative	61.0	0.616
Tb927.10.14070	mevalonate diphosphate decarboxylase	57.289	0.746
Tb927.10.14080	RNA-binding protein, putative,RBP27	55.214	0.697
Tb927.10.14090	transporter, putative	59.624	0.694
Tb927.10.1410	hypothetical protein, conserved	61.0	0.625
Tb927.10.14140	pyruvate kinase 1 (PYK1)	45.772	0.803
Tb927.10.14150	hypothetical protein, conserved	59.094	0.695
Tb927.10.14160	aquaporin 3, putative	58.285	0.707
Tb927.10.14170	Aquaporin 2	58.897	0.702
Tb927.10.14180	protein transport protein SEC13, putative,cytosolic coat protein, putative	57.739	0.688
Tb927.10.14190	hypothetical protein, conserved	59.278	0.673
Tb927.10.1420	methionine aminopeptidase 2, putative,metallo- peptidase, Clan MG, Family M24 (MetAP2)	56.323	0.711
Tb927.10.14200	syntaxin 5	58.388	0.655
Tb927.10.14220	hypothetical protein, conserved	49.706	0.61
Tb927.10.14230	hypothetical protein, conserved	59.844	0.631
Tb927.10.14240	N-myristoyltransferase (NMT)	55.827	0.701
Tb927.10.14250	hypothetical protein, conserved	59.455	0.704
Tb927.10.14270	TFIIF-stimulated CTD phosphatase, putative	60.214	0.661
Tb927.10.1430	hypothetical protein, conserved	56.891	0.709
Tb927.10.14300	protein kinase, putative,serine/threonine protein kinase, putative	59.0	0.67
Tb927.10.14310	hypothetical protein, conserved	59.5	0.648
Tb927.10.14320	hypothetical protein, conserved	56.571	0.689
Tb927.10.14330	hypothetical protein, conserved	60.399	0.663
Tb927.10.14340	hypothetical protein, conserved	59.805	0.633
Tb927.10.14360	U2 small nuclear ribonucleoprotein 40K (U2_40K)	56.873	0.677
Tb927.10.14380	hypothetical protein, conserved	56.906	0.664
Tb927.10.14390	hypothetical protein, conserved	56.429	0.682
Tb927.10.1440	hypothetical protein, conserved	56.533	0.662
Tb927.10.14400	hypothetical protein, conserved	59.607	0.646
Tb927.10.14410	leucine-rich repeat protein (LRRP), putative	58.292	0.64
Tb927.10.14420	protein kinase, putative,serine/threonine- protein kinase nek1, putative	59.327	0.657
Tb927.10.14430	hypothetical protein, conserved	57.622	0.662
Tb927.10.14440	hypothetical protein, conserved	61.0	0.63
Tb927.10.14450	hypothetical protein, conserved	60.258	0.618
Tb927.10.14460	leucine-rich repeat protein (LRRP), putative	59.566	0.627
Tb927.10.14470	intraflagellar transport protein IFT140, putative (IFT140)	57.845	0.696
Tb927.10.14480	hypothetical protein, conserved	58.192	0.655
Tb927.10.14490	hypothetical protein, conserved	57.917	0.695
Tb927.10.1450	hypothetical protein, conserved	52.912	0.654
Tb927.10.14500	hypothetical protein, conserved	55.953	0.706
Tb927.10.14510	hypothetical protein, conserved	59.023	0.673
Tb927.10.14520	hypothetical protein, conserved	56.821	0.633
Tb927.10.14530	proteasome regulatory non-ATPase subunit 8,26S proteasome regulatory subunit (Rpn8)	57.043	0.691
Tb927.10.14550	ATP-dependent DEAD/H RNA helicase, putative	54.971	0.719
Tb927.10.14560	hypothetical protein, conserved	55.863	0.68
Tb927.10.14570	hypothetical protein, conserved	60.133	0.666
Tb927.10.14590	hypothetical protein, conserved	61.0	0.656
Tb927.10.1460	protein kinase, putative	59.877	0.663
Tb927.10.14600	40S ribosomal protein S2, putative (RPS2)	49.802	0.832
Tb927.10.14610	leucine-rich repeat protein (LRRP), putative	57.95	0.678
Tb927.10.14620	hypothetical protein, conserved	56.744	0.67
Tb927.10.14630	fibrillarin, putative	49.08	0.72
Tb927.10.14640	hypothetical protein, conserved	57.846	0.637
Tb927.10.14660	hypothetical protein, conserved	57.633	0.668
Tb927.10.14680	ribosome biogenesis protein, putative	53.768	0.671
Tb927.10.14690	syntaxin, putative	60.261	0.658
Tb927.10.1470	hypoxanthine-guanine phosphoribosyltransferase (HGPRT)	58.77	0.69
Tb927.10.14700	hypothetical protein, conserved	61.0	0.674
Tb927.10.14710	40S ribosomal protein S2, putative (RPS2)	49.802	0.832
Tb927.10.14720	peroxin 13 (PEX13)	57.329	0.63
Tb927.10.14730	chaperone protein DNAj, putative	59.0	0.607
Tb927.10.14740	hypothetical protein, conserved	56.701	0.671
Tb927.10.14750	fibrillarin, putative	51.049	0.693
Tb927.10.14770	protein kinase, putative	58.244	0.678
Tb927.10.14780	protein kinase, putative,mitogen-activated protein kinase kinase kinase, putative	57.672	0.727
Tb927.10.14790	aminopeptidase, putative,metallo-peptidase, Clan MG, Family M24	55.467	0.748
Tb927.10.14800	protein kinase, putative,mitogen-activated protein kinase 9, putative	61.0	0.658
Tb927.10.14820	mitochondrial carrier protein,ADP/ATP translocase 1, putative (MCP5c)	54.193	0.745
Tb927.10.14830	mitochondrial carrier protein (MCP5b)	54.193	0.745
Tb927.10.14840	mitochondrial carrier protein (MCP5a)	54.193	0.745
Tb927.10.14860	hypothetical protein, conserved	57.159	0.624
Tb927.10.14870	hypothetical protein, conserved	58.452	0.638
Tb927.10.14880	hypothetical protein, conserved	58.49	0.641
Tb927.10.14890	C-terminal motor kinesin, putative (TBKIFC1)	54.021	0.733
Tb927.10.1490	hypothetical protein, conserved	57.998	0.703
Tb927.10.14900	hypothetical protein, conserved	57.968	0.695
Tb927.10.14910	sarcoplasmic reticulum glycoprotein, putative,sarcalumenin precursor, putative	57.501	0.669
Tb927.10.14920	hypothetical protein, conserved	59.163	0.655
Tb927.10.14930	zinc finger protein family member, putative (ZC3H39)	58.18	0.674
Tb927.10.14950	RNA binding protein, putative,zinc finger protein family member, putative (ZC3H40)	60.528	0.677
Tb927.10.14980	intraflagellar transport protein IFT52, putative (IFT52)	57.476	0.694
Tb927.10.14990	intraflagellar transport protein IFT80/CHE2, putative (IFT80)	58.099	0.689
Tb927.10.150	hypothetical protein, conserved	60.838	0.581
Tb927.10.1500	methionyl-tRNA synthetase, putative (MetRS)	55.741	0.741
Tb927.10.15000	hypothetical protein, conserved	56.296	0.7
Tb927.10.15010	lipoic acid synthetase, mitochondrial precursor, putative	59.192	0.666
Tb927.10.15020	protein kinase, putative	59.388	0.633
Tb927.10.15030	hypothetical protein	48.98	0.655
Tb927.10.15040	hypothetical protein, conserved	56.989	0.624
Tb927.10.15080	hypothetical protein, conserved	58.525	0.647
Tb927.10.15090	hypothetical protein, conserved	50.431	0.633
Tb927.10.1510	NOT1 (NOT1)	55.852	0.722
Tb927.10.15100	hypothetical protein, conserved	51.236	0.645
Tb927.10.15110	hypothetical protein, conserved	52.298	0.656
Tb927.10.15130	synaptobrevin-type vesicle transport protein, putative,protein SLY2 (SEC22)	58.13	0.685
Tb927.10.15160	hypothetical protein, conserved	58.938	0.684
Tb927.10.15170	hypothetical protein, conserved	58.751	0.663
Tb927.10.15180	nucleosome assembly protein, putative	56.937	0.704
Tb927.10.15190	hypothetical protein, conserved	60.069	0.664
Tb927.10.1520	small GTPase, putative,Ras-related protein, putative (RAB21)	59.187	0.68
Tb927.10.15200	hypothetical protein, conserved	55.749	0.668
Tb927.10.15210	nuclear cap binding complex subunit CBP30 (CBP30)	61.0	0.61
Tb927.10.15230	hypothetical protein, conserved	61.0	0.634
Tb927.10.15240	hypothetical protein, conserved	58.888	0.656
Tb927.10.15250	paraflagellar rod component, putative (PFC15)	58.299	0.678
Tb927.10.15260	leucine-rich repeat protein (LRRP), putative	58.509	0.638
Tb927.10.15270	methionine aminopeptidase, putative,metallo- peptidase, Clan MG, Family M24	55.497	0.712
Tb927.10.15280	hypothetical protein, conserved	59.98	0.657
Tb927.10.15290	hypothetical protein, conserved	58.303	0.68
Tb927.10.1530	hypothetical protein, conserved	58.749	0.652
Tb927.10.15300	protein kinase, putative	60.223	0.64
Tb927.10.15310	hypothetical protein, conserved	58.664	0.646
Tb927.10.15330	hypothetical protein, conserved	56.94	0.652
Tb927.10.15370	RNA-binding protein RPC40, putative,DNA-directed RNA polymerase, alpha subunit, putative (RPC40)	58.039	0.663
Tb927.10.15380	U3 snoRNA-associated protein UTP11, putative	56.797	0.664
Tb927.10.15390	kinesin, putative	58.946	0.637
Tb927.10.1540	zinc finger protein family member, putative (ZC3H30)	59.761	0.682
Tb927.10.15400	kinesin, putative	58.837	0.649
Tb927.10.15410	glycosomal malate dehydrogenase (gMDH)	52.572	0.784
Tb927.10.15420	hypothetical protein, conserved	53.504	0.722
Tb927.10.15430	hypothetical protein, conserved	59.393	0.674
Tb927.10.15440	hypothetical protein, conserved	56.52	0.638
Tb927.10.15450	hypothetical protein, conserved	58.64	0.638
Tb927.10.15460	hypothetical protein, conserved	57.492	0.683
Tb927.10.15470	hypothetical protein, conserved	59.728	0.663
Tb927.10.15480	transporter, putative	56.475	0.676
Tb927.10.15490	GDP-mannose 4,6 dehydratase, putative	60.432	0.659
Tb927.10.1550	proteasome regulatory non-ATP-ase subunit 5,19S proteasome regulatory subunit (RPN5)	54.977	0.72
Tb927.10.15500	SNARE protein, putative	61.0	0.641
Tb927.10.15510	hypothetical protein, conserved	58.961	0.656
Tb927.10.15520	signal recognition particle protein, putative	56.979	0.677
Tb927.10.15530	ABC transport system ATP-binding protein, putative	52.706	0.74
Tb927.10.15540	predicted VPS53-like domain protein	59.785	0.686
Tb927.10.15550	hypothetical protein, conserved	58.43	0.643
Tb927.10.15570	transcription factor IIa, putative (TFIIA-1)	58.378	0.638
Tb927.10.1560	hypothetical protein, conserved	58.016	0.675
Tb927.10.15600	FKBP-type peptidyl-prolyl cis-trans isomerase, conserved,FKBP-type peptidylprolyl cis-trans isomerase, putative	57.351	0.674
Tb927.10.15610	zinc finger protein, putative	59.927	0.625
Tb927.10.15640	hypothetical protein, conserved	59.876	0.686
Tb927.10.15650	tRNA pseudouridine synthase A-like protein	60.033	0.664
Tb927.10.15660	hypothetical protein, conserved	60.69	0.653
Tb927.10.15670	hypothetical protein, conserved	61.0	0.652
Tb927.10.15680	hypothetical protein, conserved	58.97	0.643
Tb927.10.15690	anaphase promoting complex, subunit 10-like protein	56.869	0.682
Tb927.10.15700	hypothetical protein, conserved	47.106	0.637
Tb927.10.15710	mitochondrial carrier protein (MCP7)	56.625	0.664
Tb927.10.15720	proteasome regulatory non-ATP-ase subunit 9,19S proteasome regulatory subunit (RPN9)	57.953	0.697
Tb927.10.15730	hypothetical protein, conserved	59.384	0.65
Tb927.10.15740	hypothetical protein, conserved	55.807	0.674
Tb927.10.15750	hypothetical protein, conserved	57.898	0.63
Tb927.10.15760	hypothetical protein, conserved	51.57	0.744
Tb927.10.15770	hypothetical protein, conserved	58.733	0.638
Tb927.10.15780	hypothetical protein, conserved	58.914	0.629
Tb927.10.15800	actin related protein 2, putative	60.501	0.667
Tb927.10.15810	hypothetical protein, conserved	56.239	0.689
Tb927.10.15820	hypothetical protein, conserved	58.462	0.688
Tb927.10.15830	hypothetical protein, conserved	59.907	0.68
Tb927.10.15840	hypothetical protein, conserved	60.309	0.658
Tb927.10.15850	peroxin 12 (PEX12)	58.567	0.706
Tb927.10.15870	RNA binding protein, putative	61.0	0.711
Tb927.10.15880	protein kinase, putative	61.0	0.643
Tb927.10.15890	hypothetical protein, conserved	57.967	0.675
Tb927.10.15910	glycerol uptake protein, putative	60.475	0.69
Tb927.10.15930	hypothetical protein, conserved	56.989	0.661
Tb927.10.15940	cation transporter, putative	59.398	0.686
Tb927.10.15950	TFIID-like protein, putative (TRF4)	61.0	0.669
Tb927.10.15960	hypothetical protein, conserved	58.653	0.72
Tb927.10.15970	class 3 lipase, putative,triacylglycerol lipase, putative	57.731	0.639
Tb927.10.160	RNA polymerase II	53.653	0.629
Tb927.10.1600	hypothetical protein, conserved	59.956	0.663
Tb927.10.16000	receptor-type adenylate cyclase GRESAG 4, putative,expression site-associated gene 4 (ESAG4) protein, putative	57.656	0.699
Tb927.10.16020	hypothetical protein, conserved	60.806	0.597
Tb927.10.16030	mitogen activated protein kinase 4, putative (MAPK2)	58.79	0.627
Tb927.10.16040	oxidoreductase-protein, putative	58.928	0.658
Tb927.10.16070	eukaryotic translation initiation factor 4e, putative	58.12	0.712
Tb927.10.16090	hypothetical protein, conserved	58.972	0.662
Tb927.10.16100	FK506-binding protein (FKBP)-type peptidyl-prolyl isomerase, putative	51.646	0.722
Tb927.10.16110	hypothetical protein, conserved	54.565	0.704
Tb927.10.16120	inosine-5'-monophosphate dehydrogenase,IMP dehydrogenase	54.879	0.73
Tb927.10.16140	Adenylate/guanylate cyclase, putative	57.058	0.659
Tb927.10.16150	ATP-dependent zinc metallopeptidase, putative	57.135	0.682
Tb927.10.16160	protein kinase, putative	55.097	0.68
Tb927.10.16170	potassium voltage-gated channel, putative	56.791	0.683
Tb927.10.16180	hypothetical protein, conserved	55.174	0.708
Tb927.10.16190	expression site-associated gene 4 (ESAG4) protein, putative,expression site-associated gene (ESAG) protein, putative,receptor-type adenylate cyclase	57.841	0.701
Tb927.10.1620	phosphoserine/threonine/tyrosine-binding protein, putative	58.219	0.668
Tb927.10.16200	hypothetical protein, conserved	56.797	0.655
Tb927.10.16220	Variant Surface Glycoprotein, putative	54.012	0.631
Tb927.10.16230	Variant Surface Glycoprotein, putative	52.982	0.626
Tb927.10.16240	Variant Surface Glycoprotein, putative	49.196	0.636
Tb927.10.1630	unspecified product (RLI)	59.632	0.648
Tb927.10.16370	Variant Surface Glycoprotein, putative	50.563	0.63
Tb927.10.16400	variant surface glycoprotein	47.444	0.627
Tb927.10.16410	variant surface glycoprotein (VSG, pseudogene), putative	51.447	0.579
Tb927.10.16440	variant surface glycoprotein, fragment	52.133	0.588
Tb927.10.16460	variant surface glycoprotein (VSG, pseudogene), putative	56.644	0.612
Tb927.10.16470	variant surface glycoprotein (VSG, pseudogene), putative	48.713	0.607
Tb927.10.16490	variant surface glycoprotein (VSG), putative	53.126	0.62
Tb927.10.16500	variant surface glycoprotein (VSG), putative	54.725	0.6
Tb927.10.16560	variant surface glycoprotein (VSG), putative	47.239	0.661
Tb927.10.1660	hypothetical protein, conserved	61.0	0.631
Tb927.10.1680	histone deacetylase 1 (DAC1)	57.56	0.633
Tb927.10.1690	nucleotide binding protein, putative (NBP 1)	55.53	0.662
Tb927.10.170	pseudouridine synthase, Cbf5p	57.333	0.668
Tb927.10.1700	hypothetical protein, conserved	61.0	0.633
Tb927.10.1710	DNA polymerase eta, putative	58.204	0.677
Tb927.10.1720	ATP-dependent DEAD/H RNA helicase, putative	57.69	0.656
Tb927.10.1730	hypothetical protein, conserved	58.646	0.646
Tb927.10.1740	hypothetical protein, conserved	58.973	0.691
Tb927.10.1750	hypothetical protein, conserved	54.527	0.7
Tb927.10.1770	hypothetical protein	61.0	0.655
Tb927.10.180	ATP synthase F1 subunit gamma protein, putative	55.622	0.679
Tb927.10.1800	hypothetical protein, conserved	57.959	0.635
Tb927.10.1820	hypothetical protein, conserved	59.069	0.599
Tb927.10.1830	syntaxin, putative	60.902	0.654
Tb927.10.1840	hypothetical protein, conserved	60.201	0.645
Tb927.10.1850	hypothetical protein, conserved	58.703	0.693
Tb927.10.1860	hypothetical protein, conserved	58.65	0.671
Tb927.10.1890	calpain, putative,cysteine peptidase, Clan CA, family C2, putative	59.036	0.691
Tb927.10.190	40S ribosomal protein S6, putative	50.773	0.747
Tb927.10.1900	DNA topoisomerase IA, putative	57.242	0.686
Tb927.10.1910	protein kinase, putative,serine/threonine protein kinase, putative	59.168	0.671
Tb927.10.1930	hypothetical protein, conserved	58.35	0.687
Tb927.10.1940	serine/threonine-protein kinase, putative	55.291	0.667
Tb927.10.1950	leucine-rich repeat protein (LRRP), putative	60.289	0.644
Tb927.10.1960	hypothetical protein, conserved	57.415	0.67
Tb927.10.1970	hypothetical protein, conserved	56.796	0.698
Tb927.10.1980	hypothetical protein, conserved	59.883	0.674
Tb927.10.1990	major vault protein, putative (MVP)	51.607	0.735
Tb927.10.20	expression site-associated gene (ESAG) protein, putative,expression site-associated gene 1 (ESAG1) protein, putative	51.653	0.599
Tb927.10.2000	actin-like protein, putative	56.389	0.667
Tb927.10.2010	hexokinase (HK1)	51.608	0.768
Tb927.10.2020	hexokinase (HK2)	50.988	0.773
Tb927.10.2030	hypothetical protein, conserved	58.213	0.659
Tb927.10.2040	protein kinase, putative	57.681	0.7
Tb927.10.2050	hypothetical protein, conserved	59.774	0.665
Tb927.10.2060	hypothetical protein, conserved	57.186	0.648
Tb927.10.2070	hypothetical protein, conserved	60.895	0.629
Tb927.10.2080	hypothetical protein, conserved	55.778	0.621
Tb927.10.2090	elongation factor 1-alpha,EF-1-alpha (TEF1)	37.339	0.878
Tb927.10.210	GPI transamidase component GAA1 (TbGAA1)	59.579	0.672
Tb927.10.2100	elongation factor 1-alpha,EF-1-alpha (TEF1)	38.344	0.867
Tb927.10.2110	elongation factor 1-alpha (TEF1)	38.344	0.867
Tb927.10.2130	hypothetical protein, conserved	58.709	0.663
Tb927.10.2140	mitochondrial processing peptidase alpha subunit (pseudogene), putative	58.613	0.683
Tb927.10.2150	hypothetical protein, conserved	61.0	0.646
Tb927.10.2180	hypothetical protein, conserved	57.544	0.677
Tb927.10.2190	hypothetical protein, conserved	53.795	0.714
Tb927.10.2200	hypothetical protein, conserved	60.726	0.666
Tb927.10.2210	ubiquitin carboxyl-terminal hydrolase, putative,cysteine peptidase, Clan CA, family C19, putative	58.31	0.664
Tb927.10.2220	piwi-like protein 1	58.244	0.655
Tb927.10.2230	adrenodoxin reductase, putative,ferredoxin NADP  reductase-like protein	56.122	0.683
Tb927.10.2240	hypothetical protein, conserved	57.224	0.647
Tb927.10.2250	ubiquitin-conjugating enzyme variant Kua homologue, putative	61.0	0.658
Tb927.10.2260	hypothetical protein, conserved	56.937	0.66
Tb927.10.2270	vacuolar protein sorting-associated protein 35, putative	56.982	0.684
Tb927.10.2280	hypothetical protein, conserved	58.686	0.655
Tb927.10.2290	chaperone protein DNAj, putative	61.0	0.639
Tb927.10.230	proteasome alpha 5 subunit, putative,20S proteasome subunit alpha 5	54.293	0.692
