gene_id	gene_name	enc	cai
LmjF.21.0790	small GTPase, putative	45.951	0.461
LmjF.21.0791	putative PfkB family sugar kinase	38.989	0.563
LmjF.21.0800	hypothetical protein, conserved	36.836	0.615
LmjF.21.0810	methionyl-tRNA synthetase (MetRS)	36.961	0.632
LmjF.21.0820	hypothetical protein, conserved	37.809	0.591
LmjF.21.0823	hypothetical protein, conserved	43.977	0.493
LmjF.21.0825	hypothetical protein, conserved	45.292	0.47
LmjF.21.0827	hypothetical protein, conserved	47.616	0.511
LmjF.21.0830	hypothetical protein, conserved	44.588	0.505
LmjF.21.0835	hypothetical protein, conserved	41.267	0.566
LmjF.21.0840	methionine aminopeptidase 2, putative	37.158	0.611
LmjF.21.0843	hypothetical protein, conserved	44.482	0.507
LmjF.21.0845	hypoxanthine-guanine phosphoribosyltransferase (HGPRT)	35.734	0.617
LmjF.21.0850	xanthine phosphoribosyltransferase (XRPT)	43.133	0.562
LmjF.21.0853	hypothetical protein, conserved	46.381	0.462
LmjF.21.0855	hypothetical protein, conserved	50.427	0.439
LmjF.21.0861	hypothetical protein	49.254	0.416
LmjF.21.0865	hypothetical protein, conserved	50.346	0.424
LmjF.21.0870	hypothetical protein	50.117	0.415
LmjF.21.0873	hypothetical protein, conserved	44.466	0.474
LmjF.21.0875	hypothetical protein, conserved	42.633	0.511
LmjF.21.0880	hypothetical protein, conserved	42.289	0.528
LmjF.21.0883	hypothetical protein, conserved	42.807	0.491
LmjF.21.0885	mis-match repair protein, putative	43.595	0.483
LmjF.21.0891	hypothetical protein	43.226	0.493
LmjF.21.0895	aspartyl-tRNA synthetase, putative	43.924	0.488
LmjF.21.0901	hypothetical protein	49.882	0.397
LmjF.21.0905	hypothetical protein, conserved	44.531	0.477
LmjF.21.0910	hypothetical protein, conserved	43.941	0.534
LmjF.21.0940	hypothetical protein, conserved	43.985	0.551
LmjF.21.0950	hypothetical protein, conserved	44.787	0.487
LmjF.21.0960	hypothetical protein, conserved	48.189	0.432
LmjF.21.0970	hypothetical protein, conserved	47.563	0.443
LmjF.21.0980	hypothetical protein, conserved	34.53	0.669
LmjF.21.1000	hypothetical protein, unknown function	51.773	0.375
LmjF.21.1010	epsilon tubulin, putative	38.734	0.609
LmjF.21.1020	dynein arm light chain, putative	38.632	0.528
LmjF.21.1030	hypothetical protein, conserved	46.104	0.439
LmjF.21.1040	kinesin, putative	39.65	0.561
LmjF.21.1080	cell division protein kinase 2 (CRK1)	40.487	0.553
LmjF.21.1090	T-complex protein 1, delta subunit, putative	31.76	0.711
LmjF.21.1100	hypothetical protein, conserved	38.093	0.57
LmjF.21.1110	hypothetical protein, conserved	44.695	0.464
LmjF.21.1120	U4/U6 small nuclear ribonuclear protein, putative	41.941	0.528
LmjF.21.1130	hypothetical protein, conserved	49.585	0.429
LmjF.21.1140	hypothetical protein, conserved	51.238	0.428
LmjF.21.1150	hypothetical protein, conserved	48.89	0.429
LmjF.21.1160	hypothetical protein, conserved	47.018	0.442
LmjF.21.1170	surface antigen-like protein	45.247	0.463
LmjF.21.1180	hypothetical protein, conserved	41.532	0.529
LmjF.21.1190	DNA repair and recombination helicase protein PIF6, putative	43.767	0.465
LmjF.21.1200	hypothetical protein, conserved	50.774	0.399
LmjF.21.1210	thymidine kinase, putative	40.229	0.581
LmjF.21.1220	hypothetical protein, conserved	44.342	0.473
LmjF.21.1230	hypothetical protein, conserved	41.852	0.529
LmjF.21.1240	hypothetical protein, conserved	43.257	0.522
LmjF.21.1250	adenylate kinase, putative	39.702	0.558
LmjF.21.1260	hypothetical protein, conserved	52.338	0.393
LmjF.21.1270	hypothetical protein, conserved	41.9	0.534
LmjF.21.1280	hypothetical protein, conserved	48.882	0.417
LmjF.21.1290	R-SNARE protein, putative	37.319	0.572
LmjF.21.1295	hypothetical protein, conserved	49.088	0.438
LmjF.21.1300	hypothetical protein, conserved	43.656	0.51
LmjF.21.1310	hypothetical protein, conserved	42.201	0.523
LmjF.21.1330	hypothetical protein, conserved	40.336	0.535
LmjF.21.1340	ATP synthase, putative	36.455	0.64
LmjF.21.1350	hypothetical protein, conserved	48.085	0.436
LmjF.21.1360	hypothetical protein, conserved	46.953	0.493
LmjF.21.1370	hypothetical protein, unknown function	47.141	0.438
LmjF.21.1380	hypothetical protein, conserved	39.851	0.506
LmjF.21.1390	palmitoyl acyltransferase 3, putative	44.351	0.494
LmjF.21.1400	palmitoyl acyltransferase 3, putative	44.422	0.493
LmjF.21.1410	hypothetical protein, conserved	45.965	0.432
LmjF.21.1420	hypothetical protein, conserved	48.642	0.467
LmjF.21.1430	2-oxoisovalerate dehydrogenase alpha subunit, putative	40.712	0.531
LmjF.21.1440	hypothetical protein, conserved	40.3	0.53
LmjF.21.1450	arginine N-methyltransferase, type II, putative (PRMT5)	43.824	0.508
LmjF.21.1460	hypothetical protein, conserved	54.281	0.352
LmjF.21.1470	hypothetical protein, conserved	37.852	0.61
LmjF.21.1480	hypothetical protein, conserved	45.026	0.474
LmjF.21.1490	hypothetical protein, unknown function	49.848	0.411
LmjF.21.1500	hypothetical protein, conserved	39.517	0.552
LmjF.21.1510	hypothetical protein, conserved	47.122	0.448
LmjF.21.1520	hypothetical protein, unknown function	48.032	0.425
LmjF.21.1530	hypothetical protein, conserved	43.941	0.488
LmjF.21.1540	hypothetical protein, conserved	42.655	0.525
LmjF.21.1552	RNA helicase, putative	32.31	0.724
LmjF.21.1555	hypothetical protein, conserved	32.319	0.696
LmjF.21.1558	hypothetical protein, conserved	49.415	0.45
LmjF.21.1560	hypothetical protein, conserved	43.891	0.504
LmjF.21.1561	hypothetical protein, conserved	44.24	0.501
LmjF.21.1563	choline dehydrogenase, like protein	38.098	0.559
LmjF.21.1565	NIMA-related kinase, putative	39.943	0.525
LmjF.21.1566	hypothetical protein, conserved	37.951	0.583
LmjF.21.1567	hypothetical protein, conserved	42.624	0.509
LmjF.21.1569	hypothetical protein, conserved	41.312	0.533
LmjF.21.1570	hypothetical protein, unknown function	33.379	0.578
LmjF.21.1580	hypothetical protein, unknown function	39.667	0.56
LmjF.21.1590	hypothetical protein, conserved	42.638	0.522
LmjF.21.1600	hypothetical protein, unknown function	43.224	0.524
LmjF.21.1620	mitochondrial RNA binding complex 1 subunit, putative	42.613	0.547
LmjF.21.1640	hypothetical protein, conserved	47.176	0.44
LmjF.21.1650	protein kinase, putative	46.05	0.47
LmjF.21.1660	mitochondrial structure specific endonuclease I (SSE-1), putative	47.409	0.456
LmjF.21.1670	hypothetical protein, conserved	52.552	0.427
LmjF.21.1680	pumillio protein 3, putative (PUF3)	48.053	0.471
LmjF.21.1690	hypothetical protein, conserved	50.836	0.369
LmjF.21.1700	proteasome alpha 2 subunit, putative	48.062	0.418
LmjF.21.1740	RNA polymerase II, putative	58.067	0.307
LmjF.21.1750	hypothetical protein, conserved	57.647	0.301
LmjF.21.1760	centromere/microtubule binding protein cbf5, putative	43.034	0.521
LmjF.21.1770	ATP synthase F1 subunit gamma protein, putative	37.557	0.669
LmjF.21.1780	40S ribosomal protein S6, putative (RPS6)	32.289	0.746
LmjF.21.1810	GPI transamidase component GAA1, putative (GAA1)	46.312	0.46
LmjF.21.1830	20S proteasome subunit alpha 5, (putative)	38.832	0.581
LmjF.21.1840	peroxin 14, putative (PEX14)	49.894	0.442
LmjF.21.1850	hypothetical protein, conserved	47.785	0.434
LmjF.21.1860	beta tubulin	28.644	0.825
LmjF.21.1870	histone deacetylase, putative	51.457	0.417
LmjF.21.1880	hypothetical protein, conserved	52.888	0.451
LmjF.22.0010	hypothetical protein, conserved	41.092	0.525
LmjF.22.0040	hypothetical protein, conserved	47.538	0.437
LmjF.22.0050	hypothetical protein, conserved	49.217	0.42
LmjF.22.0060	transcription factor-like protein	45.056	0.473
LmjF.22.0070	hypothetical protein, conserved	49.357	0.403
LmjF.22.0080	heat shock protein DNAJ, putative	43.062	0.518
LmjF.22.0090	mRNA cap methyltransferase-like protein	43.933	0.495
LmjF.22.0100	hypothetical protein, conserved	39.414	0.555
LmjF.22.0110	glutamine amidotransferase, putative	42.473	0.533
LmjF.22.0120	hypothetical protein, conserved	47.55	0.453
LmjF.22.0140	hypothetical protein, conserved	49.239	0.434
LmjF.22.0150	hypothetical protein, conserved	49.121	0.438
LmjF.22.0160	hypothetical protein, conserved	44.754	0.5
LmjF.22.0170	hypothetical protein, conserved	44.468	0.491
LmjF.22.0180	hypothetical protein, conserved	45.426	0.545
LmjF.22.0190	hypothetical protein, conserved	41.371	0.485
LmjF.22.0210	hypothetical protein, conserved	38.968	0.585
LmjF.22.0220	hypothetical protein, unknown function	45.282	0.478
LmjF.22.0230	amino acid permease, putative (AAT22)	39.517	0.554
LmjF.22.0240	hypothetical protein, unknown function	49.176	0.438
LmjF.22.0250	phosphoinositide phosphatase	44.868	0.48
LmjF.22.0260	hypothetical protein, conserved	40.41	0.563
LmjF.22.0280	hypothetical protein, conserved	48.052	0.405
LmjF.22.0290	hypothetical protein, conserved	46.148	0.464
LmjF.22.0300	hypothetical protein, conserved	40.223	0.559
LmjF.22.0310	carnitine palmitoyltransferase-like protein	49.954	0.425
LmjF.22.0320	hypothetical protein, conserved	44.63	0.474
LmjF.22.0330	hypothetical protein, unknown function	47.426	0.448
LmjF.22.0350	hypothetical protein, unknown function	53.922	0.368
LmjF.22.0360	hypothetical protein, conserved	48.765	0.424
LmjF.22.0370	hypothetical protein, unknown function	54.726	0.403
LmjF.22.0380	hypothetical protein, conserved	42.797	0.5
LmjF.22.0390	DNA primase small subunit, putative	44.504	0.499
LmjF.22.0400	hypothetical protein, conserved	47.014	0.45
LmjF.22.0410	hypothetical protein, conserved	47.659	0.444
LmjF.22.0440	hypothetical protein, conserved	42.077	0.506
LmjF.22.0450	hypothetical protein, conserved	40.951	0.566
LmjF.22.0470	hypothetical protein, conserved	42.799	0.561
LmjF.22.0480	hypothetical protein, conserved	41.754	0.513
LmjF.22.0490	protein kinase, putative	46.154	0.475
LmjF.22.0500	hypothetical protein, conserved	38.542	0.57
LmjF.22.0510	hypothetical protein, conserved	49.762	0.423
LmjF.22.0520	hypothetical protein, conserved	48.255	0.427
LmjF.22.0530	peptidyl-prolyl cis-trans isomerase, putative (PAR45)	44.213	0.492
LmjF.22.0540	hypothetical protein, conserved	45.924	0.468
LmjF.22.0560	kinesin, putative	46.096	0.487
LmjF.22.0570	proteasome regulatory ATPase subunit 1, putative	37.37	0.61
LmjF.22.0590	hypothetical protein, conserved	49.673	0.429
LmjF.22.0600	hypothetical protein, conserved	49.219	0.426
LmjF.22.0610	ubiquitin-conjugating enzyme-like protein	44.192	0.541
LmjF.22.0620	proteasome regulatory ATPase subunit 5, putative	38.134	0.599
LmjF.22.0630	hypothetical protein, unknown function	47.176	0.453
LmjF.22.0640	hypothetical protein, conserved	53.113	0.383
LmjF.22.0650	guide RNA associated protein, GAP2, putative	43.749	0.518
LmjF.22.0660	glucoamylase-like protein	49.836	0.428
LmjF.22.0690	3'a2rel-related protein	48.772	0.432
LmjF.22.0700	5'a2rel-related protein	51.706	0.394
LmjF.22.0710	hypothetical protein, conserved	35.888	0.614
LmjF.22.0720	hypothetical protein, conserved	43.282	0.483
LmjF.22.0730	hypothetical protein, conserved	38.795	0.616
LmjF.22.0740	hypothetical protein, conserved	42.459	0.538
LmjF.22.0750	hypothetical protein, conserved	45.842	0.477
LmjF.22.0770	NADH-cytochrome b5 reductase, putative	39.604	0.575
LmjF.22.0780	NADH-cytochrome b5 reductase, putative	43.833	0.455
LmjF.22.0790	hypothetical protein, conserved	57.525	0.281
LmjF.22.0800	hypothetical protein, conserved	59.976	0.304
LmjF.22.0810	serine/threonine protein kinase sos2, putative	54.193	0.313
LmjF.22.0820	hypothetical protein, conserved	40.974	0.521
LmjF.22.0830	hypothetical protein, conserved	36.135	0.61
LmjF.22.0840	5'a2rel-related protein	51.822	0.395
LmjF.22.0850	3'a2rel-related protein	48.522	0.434
LmjF.22.0860	hypothetical protein, unknown function	34.047	0.608
LmjF.22.0870	hypothetical protein, conserved	43.05	0.537
LmjF.22.0880	hypothetical protein, conserved	48.462	0.425
LmjF.22.0900	hypothetical protein, conserved	46.807	0.442
LmjF.22.0910	hypothetical protein, conserved	47.405	0.435
LmjF.22.0920	hypothetical protein, conserved	49.954	0.434
LmjF.22.0930	hypothetical protein, conserved	38.371	0.522
LmjF.22.0940	hypothetical protein, conserved	35.176	0.546
LmjF.22.0950	protein kinase, putative	43.024	0.493
LmjF.22.0960	kinesin, putative	40.331	0.525
LmjF.22.0970	hypothetical protein, conserved	48.709	0.436
LmjF.22.0980	hypothetical protein, conserved	43.926	0.501
LmjF.22.0990	hypothetical protein, conserved	42.588	0.521
LmjF.22.1000	hypothetical protein, conserved	48.126	0.474
LmjF.22.1010	UDP-galactose transporter, putative	45.306	0.485
LmjF.22.1020	hypothetical protein, unknown function	49.212	0.404
LmjF.22.1030	hypothetical protein, conserved	45.811	0.461
LmjF.22.1040	hypothetical protein, conserved	45.72	0.471
LmjF.22.1050	hypothetical protein, conserved	44.365	0.467
LmjF.22.1070	hypothetical protein, conserved	51.075	0.333
LmjF.22.1080	hypothetical protein, conserved	47.47	0.444
LmjF.22.1090	hypothetical protein, conserved	47.27	0.447
LmjF.22.1100	hypothetical protein, conserved	46.961	0.423
LmjF.22.1110	Cytoplasmic dynein 1 heavy chain (DYNC1H1), putative	39.941	0.545
LmjF.22.1120	hypothetical protein, conserved	42.024	0.547
LmjF.22.1130	hypothetical protein, conserved	45.567	0.469
LmjF.22.1140	adaptor complex AP-1 medium subunit, putative	37.069	0.587
LmjF.22.1150	hypothetical protein, conserved	47.939	0.418
LmjF.22.1160	hypothetical protein, conserved	42.515	0.509
LmjF.22.1170	hypothetical protein, conserved	46.604	0.449
LmjF.22.1180	hypothetical protein, unknown function	47.178	0.417
LmjF.22.1190	hypothetical protein, conserved	42.544	0.529
LmjF.22.1200	hypothetical protein, conserved	39.12	0.583
LmjF.22.1210	hypothetical protein, conserved	45.569	0.461
LmjF.22.1225	hypothetical protein	54.49	0.357
LmjF.22.1230	hypothetical protein, conserved	42.423	0.496
LmjF.22.1240	translation initiation factor IF-2, putative	39.712	0.559
LmjF.22.1250	hypothetical protein, conserved	45.117	0.474
LmjF.22.1260	hypothetical protein, conserved	47.906	0.419
LmjF.22.1270	hypothetical protein, conserved	45.327	0.456
LmjF.22.1280	hypothetical protein, unknown function	52.331	0.395
LmjF.22.1290	ribonucleoside-diphosphate reductase small chain, putative	31.125	0.69
LmjF.22.1300	ATG12/APG12, putative (ATG12)	47.924	0.44
LmjF.22.1310	hypothetical protein, conserved	52.281	0.392
LmjF.22.1320	hypothetical protein, unknown function	49.758	0.412
LmjF.22.1330	hypothetical protein, conserved	48.168	0.433
LmjF.22.1340	hypothetical protein, conserved	41.92	0.545
LmjF.22.1350	palmitoyl acyltransferase 11, putative	48.435	0.458
LmjF.22.1360	farnesyl pyrophosphate synthase (FPPS)	34.142	0.698
LmjF.22.1370	intraflagellar transport protein-like protein	40.58	0.553
LmjF.22.1380	mak-16-like RNA binding protein, putative	39.495	0.559
LmjF.22.1390	hypothetical protein, conserved	49.588	0.435
LmjF.22.1400	hypothetical protein, conserved	49.122	0.479
LmjF.22.1420	aquaporin, putative	44.539	0.535
LmjF.22.1440	hypothetical protein, conserved	41.376	0.576
LmjF.22.1450	cyclophilin 6, putative (CYP6)	47.681	0.407
LmjF.22.1460	i/6 autoantigen-like protein	46.287	0.489
LmjF.22.1470	hypothetical protein, conserved	59.44	0.287
LmjF.22.1480	hypothetical protein, conserved	59.805	0.279
LmjF.22.1490	Serine-threonin protein phosphatase, putative	60.366	0.286
LmjF.22.1500	ATP-dependent DEAD/H RNA helicase, putative	52.249	0.38
LmjF.22.1510	hypothetical protein, unknown function	56.934	0.389
LmjF.22.1530	dephospho-CoA kinase, putative	53.658	0.402
LmjF.22.1540	alanyl-tRNA synthetase, putative	39.581	0.598
LmjF.22.1550	hypothetical protein, conserved	46.854	0.459
LmjF.22.1570	hypothetical protein, conserved	50.356	0.438
LmjF.22.1580	exosome complex exonuclease RRP45 homolog, putative	42.056	0.521
LmjF.22.1590	hypothetical protein, conserved	46.674	0.45
LmjF.22.1600	ser/thr protein phosphatase, putative	43.938	0.505
LmjF.22.1610	hypothetical protein, conserved	49.478	0.432
LmjF.22.1620	hypothetical protein, conserved	42.439	0.506
LmjF.22.1630	CCR4 associated factor, putative	37.656	0.586
LmjF.22.1650	hypothetical protein, unknown function	48.533	0.463
LmjF.22.1660	hypothetical protein, conserved	50.596	0.446
LmjF.22.1670	hypothetical protein, conserved	46.512	0.449
LmjF.22.1680	phosphoinositide-specific phospholipase C, putative	44.029	0.52
LmjF.23.0010	hypothetical protein, conserved	53.884	0.313
LmjF.23.0020	hypothetical protein, conserved	52.749	0.377
LmjF.23.0025	hypothetical protein, conserved	57.831	0.334
LmjF.23.0030	beta propeller protein, putative	47.311	0.422
LmjF.23.0040	peroxidoxin	42.039	0.524
LmjF.23.0050	cyclophilin 11, putative (CYP11)	50.568	0.438
LmjF.23.0070	agmatinase-like protein	52.121	0.446
LmjF.23.0080	hypothetical protein, conserved	50.935	0.411
LmjF.23.0090	hypothetical protein, conserved	51.882	0.385
LmjF.23.0100	hypothetical protein, unknown function	55.88	0.386
LmjF.23.0110	GDP-mannose pyrophosphorylase (GDPMP)	43.038	0.565
LmjF.23.0120	hypothetical protein, conserved	44.895	0.481
LmjF.23.0140	hypothetical protein, conserved	49.522	0.449
LmjF.23.0150	hypothetical protein, conserved	46.698	0.486
LmjF.23.0160	hypothetical protein, conserved	48.491	0.419
LmjF.23.0170	hypothetical protein, conserved	48.198	0.445
LmjF.23.0180	hypothetical protein, conserved	46.423	0.49
LmjF.23.0210	ATP-binding cassette protein subfamily C, member 1, putative (ABCC1)	38.053	0.557
LmjF.23.0220	ATP-binding cassette protein subfamily C, member 2, putative (ABCC2)	36.797	0.547
LmjF.23.0225	hypothetical protein, conserved	50.652	0.441
LmjF.23.0250	ABC-thiol transporter (MRPA)	38.49	0.532
LmjF.23.0260	argininosuccinate synthase, putative	35.89	0.6
LmjF.23.0270	pteridine reductase 1 (PTR1)	47.728	0.465
LmjF.23.0280	hypothetical protein, conserved	49.099	0.435
LmjF.23.0290	hypothetical protein, conserved	43.677	0.486
LmjF.23.0300	tryptophanyl-tRNA synthetase, putative	39.885	0.529
LmjF.23.0310	hypothetical protein, conserved	45.521	0.477
LmjF.23.0320	hypothetical protein, conserved	46.453	0.442
LmjF.23.0330	hypothetical protein, conserved	43.914	0.525
LmjF.23.0350	hypothetical protein, conserved	43.709	0.503
LmjF.23.0355	hypothetical protein	56.342	0.369
LmjF.23.0360	NADP-dependent alcohol dehydrogenase, putative	37.296	0.629
LmjF.23.0380	ATP-binding cassette protein subfamily G, member 5 (ABCG5)	39.984	0.552
LmjF.23.0390	hypothetical protein, conserved	44.947	0.476
LmjF.23.0430	aldose 1-epimerase-like protein	41.902	0.533
LmjF.23.0440	hypothetical protein, conserved	45.979	0.432
LmjF.23.0450	permease-like protein	38.608	0.563
LmjF.23.0460	trypanothione synthetase, putative	50.528	0.422
LmjF.23.0470	hypothetical protein, conserved	54.083	0.388
LmjF.23.0480	hypothetical protein, conserved	48.05	0.427
LmjF.23.0490	hypothetical protein, conserved	38.787	0.569
LmjF.23.0500	hypothetical protein, conserved	47.685	0.462
