name,length,num_reads,num_reads_primary,num_reads_secondary,gc,ct
LmjF.15.0680,325,67,32,18,0.563,0.649
LmjF.15.0690,633,50,15,8,0.581,0.517
LmjF.15.0700,534,21,13,2,0.599,0.521
LmjF.15.0710,NA,0,NA,NA,NA,NA
LmjF.15.0720,359,50,11,11,0.585,0.543
LmjF.15.0730,2447,127,23,14,0.584,0.519
LmjF.15.0740,268,102,88,2,0.582,0.601
LmjF.15.0750,271,19,4,4,0.587,0.554
LmjF.15.0760,NA,0,NA,NA,NA,NA
LmjF.15.0770,2181,426,47,37,0.55,0.581
LmjF.15.0780,144,52,24,8,0.562,0.514
LmjF.15.0790,789,41,28,4,0.653,0.506
LmjF.15.0800,239,105,17,15,0.556,0.51
LmjF.15.0810,347,90,35,19,0.617,0.421
LmjF.15.0815,285,14,5,3,0.635,0.456
LmjF.15.0820,293,26,7,5,0.625,0.502
LmjF.15.0825,394,17,13,2,0.627,0.51
LmjF.15.0830,183,7,3,1,0.672,0.541
LmjF.15.0840,402,44,23,14,0.585,0.634
LmjF.15.0850,16,15,5,2,0.5,0.062
LmjF.15.0860,2078,21,3,2,0.62,0.531
LmjF.15.0870,150,97,60,23,0.573,0.473
LmjF.15.0880,771,49,31,4,0.633,0.551
LmjF.15.0890,2917,102,26,19,0.583,0.543
LmjF.15.0900,188,25,16,3,0.628,0.559
LmjF.15.0910,NA,0,NA,NA,NA,NA
LmjF.15.0920,718,85,35,34,0.586,0.595
LmjF.15.0930,310,75,13,9,0.594,0.561
LmjF.15.0940,352,42,28,4,0.582,0.577
LmjF.15.0950,385,1980,1102,353,0.543,0.548
LmjF.15.0960,135,72,15,8,0.504,0.519
LmjF.15.0970,309,62,38,8,0.482,0.502
LmjF.15.0980,182,38,20,6,0.615,0.511
LmjF.15.0990,761,116,38,25,0.589,0.511
LmjF.15.1000,122,749,370,236,0.508,0.615
LmjF.15.1010,1263,130,51,45,0.581,0.58
LmjF.15.1020,1564,127,15,14,0.599,0.569
LmjF.15.1030,198,53,42,2,0.556,0.47
LmjF.15.1040,1302,95,38,17,0.624,0.518
LmjF.15.1050,290,190,132,12,0.683,0.507
LmjF.15.1055,685,80,19,12,0.631,0.504
LmjF.15.1060,704,3708,1284,1242,0.572,0.597
LmjF.15.1070,290,186,128,13,0.683,0.507
LmjF.15.1080,787,6189,720,627,0.567,0.545
LmjF.15.1090,290,174,119,9,0.683,0.507
LmjF.15.1100,704,3708,1284,1242,0.572,0.597
LmjF.15.1110,290,185,119,10,0.683,0.507
LmjF.15.1120,787,6189,720,627,0.567,0.545
LmjF.15.1130,290,180,125,11,0.683,0.507
LmjF.15.1140,704,3708,1284,1242,0.572,0.597
LmjF.15.1150,290,191,137,10,0.683,0.507
LmjF.15.1160,787,6191,720,627,0.567,0.545
LmjF.15.1170,567,97,31,8,0.603,0.471
LmjF.15.1180,NA,0,NA,NA,NA,NA
LmjF.15.1190,626,61,22,19,0.565,0.575
LmjF.15.1200,NA,0,NA,NA,NA,NA
LmjF.15.1203,429,1555,686,346,0.585,0.51
LmjF.15.1207,582,146,72,24,0.61,0.476
LmjF.15.1210,553,22,12,4,0.55,0.552
LmjF.15.1220,688,45,15,6,0.634,0.558
LmjF.15.1230,2156,154,61,29,0.605,0.532
LmjF.15.1240,1125,123,21,8,0.568,0.574
LmjF.15.1250,203,49,17,10,0.586,0.438
LmjF.15.1260,2605,69,27,10,0.624,0.503
LmjF.15.1270,1665,69,20,17,0.629,0.533
LmjF.15.1280,516,88,31,14,0.603,0.579
LmjF.15.1290,632,61,23,7,0.604,0.532
LmjF.15.1300,855,72,25,11,0.614,0.609
LmjF.15.1310,1344,89,30,11,0.626,0.536
LmjF.15.1320,317,77,30,22,0.527,0.502
LmjF.15.1330,568,72,35,7,0.616,0.533
LmjF.15.1340,284,7,3,1,0.595,0.637
LmjF.15.1345,159,7,2,1,0.597,0.553
LmjF.15.1350,89,26,13,4,0.64,0.629
LmjF.15.1355,296,105,46,16,0.588,0.534
LmjF.15.1360,190,28,20,3,0.579,0.553
LmjF.15.1370,357,23,6,4,0.616,0.549
LmjF.15.1380,769,101,38,24,0.586,0.542
LmjF.15.1390,305,19,8,5,0.61,0.544
LmjF.15.1400,144,101,62,13,0.604,0.549
LmjF.15.1410,570,65,16,11,0.556,0.458
LmjF.15.1420,454,37,14,7,0.626,0.566
LmjF.15.1430,1312,74,12,5,0.591,0.577
LmjF.15.1440,795,117,75,7,0.57,0.508
LmjF.15.1450,1134,105,58,10,0.584,0.532
LmjF.15.1460,247,74,39,6,0.551,0.534
LmjF.15.1465,484,62,48,4,0.574,0.581
LmjF.15.1470,730,452,247,111,0.536,0.538
LmjF.15.1480,1880,65,33,3,0.561,0.604
LmjF.15.1490,627,38,7,4,0.571,0.463
LmjF.15.1500,317,53,18,11,0.543,0.454
LmjF.15.1510,246,28,17,6,0.573,0.553
LmjF.15.1520,26,340,103,58,0.192,0.192
LmjF.15.1530,170,35,17,9,0.541,0.635
LmjF.15.1540,67,32,9,5,0.463,0.433
LmjF.15.1545,182,30,14,9,0.56,0.538
LmjF.15.1550,129,85,39,6,0.481,0.597
LmjF.15.1560,342,29,10,3,0.512,0.509
LmjF.15.1570,878,295,17,11,0.495,0.575
LmjF.15_2262,556,48,28,7,0.628,0.504
LmjF.15_2264,704,2,1,1,0.641,0.51
LmjF.15_2355,32,95,84,2,0.688,0.688
LmjF.15.ncRNA1,NA,0,NA,NA,NA,NA
LmjF.16.0005,695,65,23,9,0.548,0.519
LmjF.16.0010,154,29,12,10,0.584,0.487
LmjF.16.0020,247,62,24,8,0.547,0.51
LmjF.16.0030,64,67,57,6,0.531,0.594
LmjF.16.0040,413,33,15,14,0.588,0.542
LmjF.16.0050,105,22,9,8,0.571,0.581
LmjF.16.0060,434,55,51,2,0.571,0.516
LmjF.16.0070,88,42,29,11,0.636,0.432
LmjF.16.0080,937,41,13,5,0.619,0.475
LmjF.16.0090,270,58,19,16,0.522,0.626
LmjF.16.0100,514,59,43,5,0.603,0.531
LmjF.16.0110,1766,43,14,9,0.582,0.514
LmjF.16.0120,234,37,6,5,0.573,0.598
LmjF.16.0130,289,32,25,5,0.619,0.536
LmjF.16.0140,652,433,119,73,0.528,0.589
LmjF.16.0150,980,18,5,4,0.627,0.483
LmjF.16.0160,255,56,28,6,0.612,0.569
LmjF.16.0170,NA,0,NA,NA,NA,NA
LmjF.16.0180,716,73,30,12,0.638,0.561
LmjF.16.0190,446,60,32,8,0.587,0.478
LmjF.16.0200,864,66,17,9,0.637,0.478
LmjF.16.0210,2935,65,18,10,0.58,0.566
LmjF.16.0220,561,64,22,21,0.583,0.492
LmjF.16.0230,3694,698,192,182,0.267,0.494
LmjF.16.0240,2365,289,128,31,0.566,0.558
LmjF.16.0250,1294,72,35,7,0.628,0.499
LmjF.16.0260,2154,14,3,1,0.6,0.591
LmjF.16.0270,481,123,47,17,0.603,0.499
LmjF.16.0280,NA,0,NA,NA,NA,NA
LmjF.16.0290,270,36,8,8,0.541,0.574
LmjF.16.0300,7,35,19,3,0.286,0.143
LmjF.16.0310,1938,146,33,19,0.61,0.536
LmjF.16.0320,1296,51,32,7,0.603,0.579
LmjF.16.0330,505,14,6,2,0.626,0.543
LmjF.16.0340,290,31,13,4,0.603,0.497
LmjF.16.0350,395,6,2,1,0.633,0.542
LmjF.16.0360,1620,172,61,43,0.606,0.533
LmjF.16.0370,222,57,38,4,0.613,0.468
LmjF.16.0380,307,51,6,6,0.554,0.544
LmjF.16.0390,625,61,18,12,0.592,0.526
LmjF.16.0400,911,16,3,3,0.617,0.508
LmjF.16.0410,326,39,6,6,0.604,0.503
LmjF.16.0420,305,209,66,24,0.587,0.502
LmjF.16.0430,844,63,12,11,0.596,0.481
LmjF.16.0440,1311,66,27,7,0.595,0.458
LmjF.16.0450,540,49,18,5,0.591,0.498
LmjF.16.0460,479,1423,321,291,0.591,0.524
LmjF.16.0470,3730,44,9,5,0.395,0.552
LmjF.16.0480,771,114,29,23,0.606,0.528
LmjF.16.0490,2757,114,34,13,0.575,0.601
LmjF.16.0500,2385,1921,275,180,0.564,0.575
LmjF.16.0510,1143,92,19,14,0.617,0.496
LmjF.16.0520,1820,56,16,11,0.607,0.516
LmjF.16.0530,827,38,7,5,0.612,0.486
LmjF.16.0540,1361,611,110,96,0.6,0.527
LmjF.16.0550,669,254,52,44,0.553,0.504
LmjF.16.0560,211,34,17,5,0.564,0.46
LmjF.16.0570,805,120,14,14,0.589,0.532
LmjF.16.0575,139,2068,788,688,0.576,0.59
LmjF.16.0580,1026,39,5,4,0.636,0.475
LmjF.16.0590,1134,99,61,14,0.604,0.546
LmjF.16.0600,616,1161,275,237,0.617,0.515
LmjF.16.0610,139,2068,788,688,0.576,0.59
LmjF.16.0620,418,45,11,8,0.608,0.553
LmjF.16.0630,139,60,36,9,0.561,0.633
LmjF.16.0640,225,15,4,3,0.631,0.431
LmjF.16.0650,811,64,21,20,0.629,0.518
LmjF.16.0660,333,27,6,4,0.622,0.616
LmjF.16.0670,827,41,13,4,0.589,0.497
LmjF.16.0680,1010,41,8,5,0.617,0.493
LmjF.16.0690,678,17,5,4,0.619,0.49
LmjF.16.0700,146,28,22,5,0.63,0.562
LmjF.16.0710,505,10,5,1,0.626,0.521
LmjF.16.0720,235,35,15,4,0.604,0.498
LmjF.16.0730,164,25,12,3,0.646,0.39
LmjF.16.0740,925,174,73,56,0.606,0.535
LmjF.16.0750,96,90,21,19,0.531,0.562
LmjF.16.0760,1680,147,51,11,0.621,0.504
LmjF.16.0770,2242,44,17,4,0.607,0.573
LmjF.16.0780,NA,0,NA,NA,NA,NA
LmjF.16.0790,185,73,30,6,0.535,0.519
LmjF.16.0800,677,63,24,10,0.595,0.473
LmjF.16.0810,393,168,43,29,0.524,0.562
LmjF.16.0820,316,11,3,2,0.627,0.519
LmjF.16.0830,688,75,25,12,0.597,0.549
LmjF.16.0840,346,8,3,1,0.584,0.506
LmjF.16.0850,405,107,30,21,0.536,0.59
LmjF.16.0860,328,43,8,7,0.527,0.457
LmjF.16.0870,759,59,41,5,0.551,0.617
LmjF.16.0880,357,4,2,1,0.627,0.49
LmjF.16.0890,676,66,13,13,0.544,0.555
LmjF.16.0895,737,86,38,10,0.521,0.577
LmjF.16.0900,546,24,7,6,0.524,0.604
LmjF.16.0910,677,15,6,3,0.462,0.583
LmjF.16.0920,634,64,17,14,0.438,0.547
LmjF.16.0930,79,14,4,4,0.392,0.443
LmjF.16.0940,53,95,38,25,0.415,0.509
LmjF.16.0950,247,200,140,22,0.397,0.599
LmjF.16.0960,271,41,15,4,0.579,0.535
LmjF.16.0970,2518,91,9,9,0.541,0.547
LmjF.16.0980,407,77,21,4,0.563,0.526
LmjF.16.0990,1830,38,7,4,0.561,0.555
LmjF.16.1000,4046,150,32,19,0.561,0.544
LmjF.16.1005,235,15,6,4,0.587,0.379
LmjF.16.1010,1533,509,153,88,0.599,0.55
LmjF.16.1015,1533,509,153,88,0.599,0.55
LmjF.16.1020,1533,509,153,88,0.599,0.55
LmjF.16.1030,1419,265,88,60,0.607,0.545
LmjF.16.1040,2698,23,3,2,0.592,0.552
LmjF.16.1050,773,37,6,2,0.591,0.492
LmjF.16.1060,433,42,26,4,0.577,0.453
LmjF.16.1065,246,74,60,8,0.565,0.585
LmjF.16.1070,669,23,13,5,0.592,0.525
LmjF.16.1080,1338,107,48,22,0.607,0.542
LmjF.16.1090,646,30,27,2,0.577,0.596
LmjF.16.1100,2405,87,24,20,0.59,0.563
LmjF.16.1110,623,114,27,16,0.586,0.526
LmjF.16.1120,194,46,17,4,0.572,0.464
LmjF.16.1130,132,20,8,5,0.591,0.53
LmjF.16.1140,138,39,28,5,0.58,0.594
LmjF.16.1145,209,65,23,13,0.632,0.493
LmjF.16.1150,760,69,23,12,0.622,0.547
LmjF.16.1160,894,59,14,12,0.615,0.554
LmjF.16.1170,547,933,549,86,0.589,0.569
LmjF.16.1180,595,51,13,6,0.615,0.541
LmjF.16.1190,311,1,1,1,0.588,0.466
LmjF.16.1200,408,94,31,12,0.586,0.539
LmjF.16.1210,121,9,4,2,0.603,0.463
LmjF.16.1220,682,65,18,11,0.576,0.551
LmjF.16.1230,1144,134,20,13,0.605,0.513
LmjF.16.1240,442,67,31,12,0.59,0.548
LmjF.16.1250,1937,23,7,3,0.62,0.485
LmjF.16.1260,652,27,18,5,0.563,0.529
LmjF.16.1270,347,69,32,14,0.599,0.415
LmjF.16.1280,76,91,60,5,0.592,0.513
LmjF.16.1290,170,21,11,5,0.535,0.494
LmjF.16.1300,193,57,19,12,0.575,0.497
LmjF.16.1310,2240,113,12,10,0.578,0.558
LmjF.16.1320,2035,200,74,63,0.593,0.564
LmjF.16.1330,1732,42,17,4,0.583,0.573
LmjF.16.1340,NA,0,NA,NA,NA,NA
LmjF.16.1350,725,58,13,10,0.563,0.538
LmjF.16.1360,1674,107,62,8,0.563,0.508
LmjF.16.1370,895,107,28,21,0.563,0.587
LmjF.16.1380,816,43,6,5,0.515,0.602
LmjF.16.1385,2666,50,33,3,0.617,0.485
LmjF.16.1390,201,31,7,6,0.592,0.562
LmjF.16.1400,1029,11,3,2,0.602,0.576
LmjF.16.1410,435,73,21,13,0.589,0.517
LmjF.16.1420,1537,107,20,18,0.55,0.585
LmjF.16.1425,1720,134,26,12,0.56,0.567
LmjF.16.1427,801,966,346,206,0.579,0.615
LmjF.16.1430,801,966,346,206,0.579,0.615
LmjF.16.1440,2383,171,95,16,0.623,0.499
LmjF.16.1450,206,64,35,5,0.568,0.617
LmjF.16.1460,627,5,1,1,0.542,0.512
LmjF.16.1470,609,157,59,24,0.558,0.631
LmjF.16.1480,3015,156,50,33,0.62,0.472
LmjF.16.1490,1570,83,30,20,0.608,0.475
LmjF.16.1500,433,37,10,7,0.605,0.598
LmjF.16.1510,704,35,8,3,0.567,0.578
LmjF.16.1520,690,123,30,20,0.622,0.484
LmjF.16.1530,234,39,21,9,0.483,0.534
LmjF.16.1540,1024,62,28,11,0.572,0.549
LmjF.16.1550,649,27,12,7,0.57,0.576
LmjF.16.1560,333,58,39,10,0.538,0.553
LmjF.16.1570,490,25,10,5,0.627,0.6
LmjF.16.1580,1372,31,9,6,0.584,0.555
LmjF.16.1590,348,58,17,13,0.583,0.483
LmjF.16.1600,1336,59,20,10,0.586,0.51
LmjF.16.1610,566,97,64,15,0.555,0.551
LmjF.16.1620,322,42,13,13,0.59,0.587
LmjF.16.1630,321,23,14,2,0.62,0.539
LmjF.16.1640,581,130,75,10,0.546,0.547
LmjF.16.1650,794,57,14,9,0.564,0.55
LmjF.16.1660,NA,0,NA,NA,NA,NA
LmjF.16_2373,1252,63,21,6,0.604,0.538
LmjF.16_2387,NA,0,NA,NA,NA,NA
LmjF.16_2432.5,495,99,60,10,0.59,0.554
LmjF.16_2445,840,256,63,40,0.608,0.576
LmjF.16_2446,NA,0,NA,NA,NA,NA
LmjF.16_2474,1184,109,21,20,0.59,0.532
LmjF.16_2481,2126,57,37,3,0.61,0.549
LmjF.16_2483,2253,38,11,10,0.597,0.556
LmjF.16_2533,114,9,2,1,0.474,0.614
LmjF.16_2550,195,56,9,6,0.579,0.6
LmjF.17.0010,715,187,37,29,0.526,0.562
LmjF.17.0020,294,129,103,4,0.483,0.612
LmjF.17.0025,191,34,20,3,0.55,0.471
LmjF.17.0030,956,119,45,17,0.514,0.608
LmjF.17.0040,198,58,19,12,0.581,0.53
LmjF.17.0050,242,30,13,3,0.583,0.566
LmjF.17.0060,996,50,21,18,0.528,0.61
LmjF.17.0070,588,57,32,6,0.539,0.585
LmjF.17.0080,849,137,19,19,0.538,0.548
LmjF.17.0081,367,3075,811,624,0.646,0.567
LmjF.17.0082,373,2617,813,580,0.649,0.568
LmjF.17.0083,367,2524,791,592,0.646,0.567
LmjF.17.0084,367,3006,800,624,0.649,0.567
LmjF.17.0085,373,3021,818,624,0.651,0.568
LmjF.17.0086,373,2984,787,624,0.649,0.568
LmjF.17.0100,2191,418,209,66,0.587,0.556
LmjF.17.0110,407,78,13,12,0.582,0.639
LmjF.17.0120,656,47,8,7,0.587,0.54
LmjF.17.0130,1064,176,102,14,0.602,0.563
LmjF.17.0140,1477,35,12,4,0.548,0.546
LmjF.17.0150,885,8,2,2,0.559,0.612
LmjF.17.0160,1102,25,14,2,0.569,0.508
LmjF.17.0170,3493,93,14,10,0.581,0.526
LmjF.17.0180,2161,55,14,14,0.553,0.572
LmjF.17.0190,2723,89,33,9,0.556,0.562
LmjF.17.0200,3122,37,8,5,0.549,0.629
LmjF.17.0230,993,929,292,205,0.57,0.524
LmjF.17.0235,801,935,292,204,0.564,0.536
LmjF.17.0237,801,924,292,199,0.563,0.536
LmjF.17.0240,1200,970,292,203,0.594,0.56
LmjF.17.0250,1923,47,6,5,0.57,0.556
LmjF.17.0260,1684,43,11,10,0.525,0.561
LmjF.17.0270,60,41,31,4,0.417,0.617
LmjF.17.0280,1915,63,22,10,0.572,0.536
LmjF.17.0290,404,19,8,2,0.577,0.52
LmjF.17.0300,743,48,7,7,0.596,0.513
LmjF.17.0310,118,10,5,4,0.627,0.576
LmjF.17.0320,263,38,12,9,0.612,0.593
LmjF.17.0330,157,19,11,5,0.618,0.516
LmjF.17.0340,158,417,242,59,0.411,0.62
LmjF.17.0350,2031,100,33,15,0.562,0.583
LmjF.17.0360,430,11,5,1,0.6,0.498
LmjF.17.0370,1195,20,10,4,0.659,0.551
LmjF.17.0380,394,35,10,5,0.586,0.558
LmjF.17.0390,2941,109,57,26,0.593,0.577
LmjF.17.0400,766,94,23,10,0.568,0.514
LmjF.17.0410,2537,94,46,3,0.566,0.536
LmjF.17.0420,190,40,10,6,0.611,0.584
LmjF.17.0430,1301,32,15,8,0.581,0.534
LmjF.17.0440,912,54,9,6,0.582,0.627
LmjF.17.0450,1322,40,28,2,0.623,0.524
LmjF.17.0460,444,54,11,8,0.646,0.5
LmjF.17.0470,NA,0,NA,NA,NA,NA
LmjF.17.0480,3826,78,11,6,0.584,0.55
LmjF.17.0490,1130,171,31,24,0.577,0.567
LmjF.17.0500,1169,25,7,4,0.541,0.601
LmjF.17.0510,543,68,22,12,0.613,0.654
LmjF.17.0520,1309,46,6,5,0.561,0.556
LmjF.17.0530,1471,46,8,5,0.614,0.596
LmjF.17.0540,378,28,14,3,0.569,0.492
LmjF.17.0550,829,79,22,14,0.566,0.48
LmjF.17.0560,250,19,3,3,0.54,0.548
LmjF.17.0570,549,30,5,4,0.607,0.515
LmjF.17.0580,599,31,7,5,0.599,0.491
LmjF.17.0590,427,23,17,2,0.604,0.433
LmjF.17.0600,2075,22,4,3,0.614,0.502
LmjF.17.0610,1427,25,6,4,0.535,0.622
LmjF.17.0620,426,38,25,4,0.587,0.561
LmjF.17.0630,2861,43,11,6,0.59,0.569
LmjF.17.0640,845,104,18,14,0.63,0.551
LmjF.17.0650,200,25,7,7,0.6,0.51
LmjF.17.0660,94,17,11,2,0.574,0.553
LmjF.17.0670,1075,40,9,4,0.528,0.6
LmjF.17.0680,357,78,29,23,0.588,0.532
LmjF.17.0690,160,33,26,2,0.55,0.562
LmjF.17.0700,145,74,34,10,0.545,0.462
LmjF.17.0710,135,36,9,7,0.593,0.548
LmjF.17.0720,275,17,5,5,0.625,0.575
LmjF.17.0725,1317,227,55,22,0.618,0.516
LmjF.17.0730,315,16,10,3,0.552,0.517
LmjF.17.0733,813,52,28,10,0.614,0.507
LmjF.17.0735,359,10,6,1,0.641,0.579
LmjF.17.0740,439,33,10,4,0.538,0.558
LmjF.17.0750,1772,20,4,3,0.586,0.554
LmjF.17.0760,663,45,14,8,0.549,0.573
LmjF.17.0770,3234,26,3,3,0.563,0.553
LmjF.17.0780,870,331,132,106,0.556,0.557
LmjF.17.0790,364,9,3,2,0.668,0.511
LmjF.17.0800,2474,114,28,23,0.54,0.604
LmjF.17.0810,914,62,16,12,0.565,0.549
LmjF.17.0815,442,53,13,8,0.627,0.566
LmjF.17.0820,3980,164,93,9,0.556,0.583
LmjF.17.0830,286,28,6,3,0.594,0.531
LmjF.17.0840,448,30,9,3,0.498,0.583
LmjF.17.0850,410,82,17,14,0.456,0.546
LmjF.17.0860,659,11,3,2,0.437,0.596
LmjF.17.0870,85,344,162,78,0.4,0.565
LmjF.17.0880,1470,290,142,60,0.566,0.545
LmjF.17.0890,1280,358,141,69,0.53,0.581
LmjF.17.0900,378,54,8,7,0.585,0.574
LmjF.17.0910,288,54,25,8,0.573,0.635
LmjF.17.0920,NA,0,NA,NA,NA,NA
LmjF.17.0930,529,6,2,1,0.577,0.597
LmjF.17.0940,946,31,15,2,0.623,0.484
LmjF.17.0950,2544,130,20,20,0.592,0.586
LmjF.17.0960,228,43,7,5,0.575,0.618
LmjF.17.0980,677,11,3,2,0.597,0.558
LmjF.17.0990,NA,0,NA,NA,NA,NA
LmjF.17.1000,817,64,25,12,0.581,0.58
LmjF.17.1010,1500,15,4,3,0.553,0.599
LmjF.17.1020,1753,89,11,10,0.606,0.527
LmjF.17.1030,4760,9,1,1,0.591,0.602
LmjF.17.1040,167,39,19,7,0.599,0.581
LmjF.17.1050,3137,168,47,32,0.623,0.547
LmjF.17.1060,396,56,12,7,0.548,0.444
LmjF.17.1070,1863,41,20,4,0.592,0.579
LmjF.17.1080,260,17,9,3,0.654,0.588
LmjF.17.1090,291,37,22,4,0.615,0.55
LmjF.17.1100,170,27,11,4,0.635,0.547
LmjF.17.1110,1464,85,26,22,0.572,0.598
LmjF.17.1120,783,37,9,5,0.609,0.543
LmjF.17.1130,2946,468,288,42,0.615,0.497
LmjF.17.1140,1404,48,10,9,0.618,0.541
LmjF.17.1150,125,75,18,8,0.56,0.472
LmjF.17.1160,353,7,3,1,0.626,0.518
LmjF.17.1170,404,12,5,2,0.604,0.49
LmjF.17.1180,1396,4,2,2,0.62,0.574
LmjF.17.1190,3326,54,11,6,0.575,0.601
LmjF.17.1200,1148,31,11,4,0.674,0.482
LmjF.17.1210,345,82,21,9,0.603,0.565
LmjF.17.1220,546,191,120,21,0.597,0.527
LmjF.17.1230,389,33,12,11,0.614,0.553
LmjF.17.1240,231,63,29,10,0.623,0.511
LmjF.17.1250,723,13,4,2,0.642,0.542
LmjF.17.1260,240,81,53,6,0.6,0.612
LmjF.17.1270,509,79,21,13,0.591,0.583
LmjF.17.1280,444,24,5,5,0.626,0.543
LmjF.17.1290,941,31,6,4,0.563,0.523
LmjF.17.1300,909,51,27,6,0.691,0.46
LmjF.17.1310,173,31,26,1,0.595,0.543
LmjF.17.1315,367,1,1,1,0.556,0.728
LmjF.17.1320,2297,46,11,7,0.559,0.517
LmjF.17.1330,142,105,22,21,0.556,0.507
LmjF.17.1340,188,30,10,6,0.606,0.521
LmjF.17.1350,243,67,44,5,0.617,0.539
LmjF.17.1360,102,82,15,14,0.539,0.539
LmjF.17.1370,368,30,16,8,0.592,0.492
LmjF.17.1375,395,75,33,22,0.597,0.557
LmjF.17.1380,535,51,12,9,0.581,0.613
LmjF.17.1390,748,50,15,8,0.624,0.532
LmjF.17.1400,290,45,35,2,0.552,0.497
LmjF.17.1410,3081,142,32,31,0.601,0.527
LmjF.17.1420,362,24,6,6,0.597,0.53
LmjF.17.1430,939,51,36,8,0.661,0.53
LmjF.17.1440,173,27,11,2,0.555,0.405
LmjF.17.1450,222,105,34,28,0.536,0.55
LmjF.17.1460,151,56,14,8,0.576,0.616
LmjF.17.1470,1029,200,46,28,0.59,0.524
LmjF.17_2552,547,171,91,17,0.537,0.633
LmjF.17_2609,1493,18,6,2,0.636,0.498
LmjF.17_2655,1006,51,32,6,0.525,0.488
LmjF.17_2664,526,78,54,5,0.572,0.473
LmjF.17_2671,439,75,23,18,0.597,0.506
LmjF.17_2700,NA,0,NA,NA,NA,NA
LmjF.17_2714,527,7,3,3,0.751,0.469
LmjF.17_2725,788,41,14,6,0.557,0.553
LmjF.17.ncRNA1,NA,0,NA,NA,NA,NA
LmjF.18.0010,378,135,19,12,0.55,0.534
LmjF.18.0020,331,81,30,16,0.571,0.653
LmjF.18.0030,143,61,24,13,0.552,0.483
LmjF.18.0040,85,55,14,10,0.435,0.6
LmjF.18.0050,218,19,12,2,0.518,0.56
LmjF.18.0060,312,105,53,11,0.538,0.571
LmjF.18.0070,1641,52,41,4,0.616,0.519
LmjF.18.0080,574,76,59,5,0.544,0.601
LmjF.18.0090,682,131,51,26,0.526,0.491
LmjF.18.0100,183,38,12,5,0.53,0.514
LmjF.18.0110,117,38,21,6,0.573,0.487
LmjF.18.0120,676,50,10,7,0.552,0.559
LmjF.18.0130,579,66,21,20,0.535,0.547
LmjF.18.0140,1048,88,16,8,0.566,0.486
LmjF.18.0150,1008,50,10,7,0.576,0.525
LmjF.18.0160,480,44,16,7,0.565,0.621
LmjF.18.0170,3087,244,46,35,0.573,0.567
LmjF.18.0180,495,15,5,2,0.646,0.533
LmjF.18.0190,6289,30,5,5,0.512,0.591
LmjF.18.0200,1821,132,19,13,0.608,0.501
LmjF.18.0210,442,79,52,5,0.527,0.568
LmjF.18.0220,1070,37,6,6,0.571,0.521
LmjF.18.0230,1013,83,30,10,0.577,0.511
LmjF.18.0240,1518,39,9,5,0.584,0.576
LmjF.18.0250,183,37,26,4,0.536,0.443
LmjF.18.0260,348,64,22,18,0.589,0.52
LmjF.18.0270,2852,28,5,4,0.554,0.536
LmjF.18.0280,360,67,16,4,0.553,0.506
LmjF.18.0290,971,23,5,2,0.559,0.608
LmjF.18.0300,842,291,92,56,0.538,0.546
LmjF.18.0310,558,140,31,20,0.609,0.518
LmjF.18.0320,217,88,75,5,0.581,0.544
LmjF.18.0330,844,123,55,20,0.56,0.563
LmjF.18.0340,1042,52,18,7,0.55,0.573
LmjF.18.0350,524,56,34,6,0.603,0.59
LmjF.18.0360,348,48,25,10,0.578,0.489
LmjF.18.0370,1234,49,25,6,0.633,0.511
LmjF.18.0380,87,23,19,2,0.517,0.437
LmjF.18.0390,515,27,7,2,0.621,0.476
LmjF.18.0400,756,127,16,9,0.538,0.544
LmjF.18.0410,550,28,4,3,0.576,0.425
LmjF.18.0420,268,50,17,11,0.511,0.631
LmjF.18.0430,1471,23,3,2,0.57,0.604
LmjF.18.0440,355,68,18,11,0.544,0.521
LmjF.18.0450,588,40,12,8,0.573,0.5
LmjF.18.0460,293,136,39,32,0.536,0.553
LmjF.18.0470,588,34,12,10,0.585,0.495
LmjF.18.0480,403,68,24,14,0.571,0.504
LmjF.18.0490,185,65,24,9,0.551,0.449
LmjF.18.0500,233,27,24,2,0.618,0.421
LmjF.18.0510,3258,149,45,31,0.548,0.547
LmjF.18.0520,1677,39,4,4,0.541,0.576
LmjF.18.0530,2383,166,63,31,0.548,0.509
LmjF.18.0540,3298,118,32,31,0.534,0.522
LmjF.18.0550,80,136,42,35,0.375,0.7
LmjF.18.0560,149,39,8,8,0.43,0.443
LmjF.18.0570,245,131,70,13,0.461,0.588
LmjF.18.0580,537,188,46,17,0.507,0.615
LmjF.18.0590,3111,159,66,12,0.51,0.6
LmjF.18.0595,598,46,7,4,0.562,0.473
LmjF.18.0600,1438,66,19,11,0.538,0.608
LmjF.18.0610,725,90,17,13,0.55,0.541
LmjF.18.0620,1823,857,498,83,0.575,0.54
LmjF.18.0630,325,30,3,3,0.591,0.588
LmjF.18.0640,1678,187,77,33,0.52,0.591
LmjF.18.0650,1084,86,26,12,0.619,0.53
LmjF.18.0670,725,491,265,31,0.539,0.516
LmjF.18.0680,3720,550,60,35,0.537,0.526
LmjF.18.0690,383,84,38,4,0.587,0.559
LmjF.18.0700,2001,52,21,12,0.545,0.548
LmjF.18.0710,337,29,18,2,0.576,0.466
LmjF.18.0720,261,31,13,9,0.594,0.467
LmjF.18.0730,370,109,51,25,0.551,0.586
