gene_id,type,percent_disorder,average_dnds,fpkm,nc,gc,protein_length,gravy,cai,taxon
LmjF.20.0230,non-orphan,58.37320574,0.06953,19.5217,37.31,0.624,149,-0.83624,0.394,TRITRYP
LmjF.20.0240,non-orphan,9.034267913,0.22553,54.169,42.92,0.593,261,-0.11341,0.461,TRITRYP
LmjF.20.0265,non-orphan,5.590062112,0.3113,12.7449,61,0.541,262,-0.14657,0.223,TRITRYP
LmjF.20.0270,non-orphan,41.21779859,0.25516,38.7879,55.71,0.525,367,-0.89946,0.229,TRITRYP
LmjF.20.0280,non-orphan,0.78125,0.12378,31.028,50.79,0.537,452,-0.21704,0.307,TRITRYP
LmjF.20.0290,non-orphan,8.84749709,0.29821,19.7449,47.11,0.61,799,-0.18774,0.351,TRITRYP
LmjF.20.0300,non-orphan,12.93800539,0.30893,23.5722,46.84,0.584,311,-0.25209,0.372,TRITRYP
LmjF.20.0310,non-orphan,0,0.12404,18.4505,35.68,0.567,84,-0.31071,0.526,TRITRYP
LmjF.20.0320,non-orphan,38.4057971,0.42567,16.1211,47.24,0.629,630,-0.28841,0.352,TRITRYP
LmjF.20.0346,non-orphan,15.67567568,0.55409,28.7814,54.06,0.619,310,-0.06871,0.256,TRITRYP
LmjF.20.0350,non-orphan,23.29113924,0.26623,34.9202,43.68,0.623,730,0.20603,0.402,TRITRYP
LmjF.20.0360,non-orphan,1.866666667,0.11869,46.3103,38.89,0.597,315,-0.33746,0.484,TRITRYP
LmjF.20.0380,non-orphan,12.68498943,0.2954,27.4351,48.8,0.636,413,-0.14794,0.36,TRITRYP
LmjF.20.0390,non-orphan,8.530805687,0.11089,15.1867,41.62,0.657,362,0.17293,0.441,TRITRYP
LmjF.20.0400,non-orphan,16.24203822,0.21984,9.5844,43.87,0.653,568,-0.23856,0.392,TRITRYP
LmjF.20.0410,non-orphan,85.70412518,0.42713,17.9097,47.36,0.645,1346,-0.83522,0.336,TRITRYP
LmjF.20.0430,non-orphan,13.63102233,0.37659,14.5185,48.94,0.651,791,0.02781,0.325,TRITRYP
LmjF.20.0440,non-orphan,14.44241316,0.32303,17.9284,46.13,0.622,487,-0.33819,0.37,TRITRYP
LmjF.20.0450,non-orphan,71.79487179,0.49061,10.1017,46.81,0.58,96,-1.01146,0.365,TRITRYP
LmjF.20.0460,non-orphan,1.379310345,0.1394,22.1583,45.01,0.597,375,0.05893,0.416,TRITRYP
LmjF.20.0470,non-orphan,23.90977444,0.26986,14.4257,45.37,0.632,605,-0.31587,0.351,TRITRYP
LmjF.20.0480,non-orphan,17.48366013,0.10404,11.431,44.34,0.627,552,-0.23823,0.371,TRITRYP
LmjF.20.0490,non-orphan,69.76744186,0.21298,18.0904,45.19,0.611,155,-0.62452,0.326,TRITRYP
LmjF.20.0500,non-orphan,14.37908497,0.30616,17.7627,43.36,0.648,552,-0.17102,0.424,TRITRYP
LmjF.20.0510,non-orphan,17.79141104,0.02412,23.6046,39.29,0.598,429,-0.74988,0.452,TRITRYP
LmjF.20.0520,non-orphan,55.49019608,0.41495,11.9374,46.13,0.656,960,-0.4674,0.355,TRITRYP
LmjF.20.0530,non-orphan,0,0.03883,15.52,37.73,0.602,144,-0.61875,0.532,TRITRYP
LmjF.20.0550,non-orphan,19.83471074,0.18896,13.7826,45.83,0.642,545,-0.37927,0.35,TRITRYP
LmjF.20.0580,non-orphan,71.48676171,0.39973,30.3545,45.01,0.64,431,-0.66682,0.376,TRITRYP
LmjF.20.0590,non-orphan,36.68639053,0.32724,15.7492,49.57,0.642,616,-0.09172,0.336,TRITRYP
LmjF.20.0600,non-orphan,5.756929638,0.19056,15.6962,44.07,0.601,409,-0.27139,0.394,TRITRYP
LmjF.20.0620,non-orphan,49.68030691,0.55094,15.7308,51.6,0.637,1504,-0.31948,0.3,TRITRYP
LmjF.20.0640,non-orphan,40.9455843,0.31337,30.3417,44.65,0.632,1061,-0.44703,0.384,TRITRYP
LmjF.20.0670,non-orphan,23.37662338,0.13488,27.4151,43.87,0.597,248,-0.67419,0.391,TRITRYP
LmjF.20.0690,non-orphan,64.95293266,0.23175,29.7968,44.98,0.632,1321,-0.50818,0.389,TRITRYP
LmjF.20.0700,non-orphan,56.16071429,0.20971,17.9245,42.05,0.63,1060,-0.3966,0.437,TRITRYP
LmjF.20.0705,non-orphan,56.22065728,0.32815,20.2398,44.58,0.638,1644,-0.4511,0.404,TRITRYP
LmjF.20.0790,non-orphan,26.75159236,0.36648,13.4713,49.17,0.64,725,-0.12372,0.34,TRITRYP
LmjF.20.0800,non-orphan,75.35885167,0.32614,18.9552,45.56,0.609,358,-0.9176,0.371,TRITRYP
LmjF.20.0820,non-orphan,29.11392405,0.2397,3.6408,48.56,0.615,335,-0.11612,0.403,TRITRYP
LmjF.20.0840,non-orphan,3.780068729,0.13288,18.5063,55.67,0.522,231,-0.58831,0.261,TRITRYP
LmjF.20.0850,non-orphan,21.95718654,0.2714,12.8075,50.61,0.609,1575,-0.37765,0.32,TRITRYP
LmjF.20.0860,non-orphan,6.650246305,0.24642,14.712,47.77,0.593,346,-0.19075,0.303,TRITRYP
LmjF.20.0870,non-orphan,22.70531401,0.31495,17.0711,48.3,0.633,768,-0.24505,0.32,TRITRYP
LmjF.20.0880,non-orphan,25.71428571,0.20276,31.4296,45.39,0.636,220,-0.47955,0.413,TRITRYP
LmjF.20.0890,non-orphan,67.61363636,0.37507,14.7804,45.19,0.628,292,-0.70274,0.389,TRITRYP
LmjF.20.0900,non-orphan,39.57894737,0.35666,19.0108,48.11,0.632,890,-0.23191,0.332,TRITRYP
LmjF.20.0910,non-orphan,59.47521866,0.63582,56.3548,43.93,0.614,283,-0.77668,0.332,TRITRYP
LmjF.20.0920,non-orphan,49.46564885,0.29704,13.0912,41.96,0.625,595,-0.70891,0.446,TRITRYP
LmjF.20.0940,non-orphan,42.33716475,0.41864,12.5983,45.69,0.639,462,-0.3,0.374,TRITRYP
LmjF.20.0950,non-orphan,43.90563565,0.43172,13.044,48.02,0.652,703,-0.33784,0.323,TRITRYP
LmjF.20.0980,non-orphan,20.61170213,0.28357,14.9283,44.2,0.646,692,-0.22442,0.369,TRITRYP
LmjF.20.1040,non-orphan,93.80252101,0.34466,27.2821,42.54,0.646,892,-0.69709,0.396,TRITRYP
LmjF.20.1090,non-orphan,54.52746165,0.44234,13.2264,46.41,0.647,1961,-0.42193,0.34,TRITRYP
LmjF.20.1150,non-orphan,29.78723404,0.34813,10.4693,44.82,0.621,269,-0.14498,0.373,TRITRYP
LmjF.20.1160,non-orphan,2.506963788,0.31104,26.6895,47.64,0.589,299,0.14314,0.344,TRITRYP
LmjF.20.1190,non-orphan,0.93708166,0.05045,38.9882,35.94,0.59,687,-0.42314,0.558,TRITRYP
LmjF.20.1200,non-orphan,7.596513076,0.24258,20.56,46.99,0.597,743,-0.3,0.387,TRITRYP
LmjF.20.1210,non-orphan,1.054852321,0.4051,20.4458,47.18,0.628,414,-0.14589,0.348,TRITRYP
LmjF.20.1220,non-orphan,1.941747573,0.32149,92.6002,46.31,0.591,146,-0.45753,0.515,TRITRYP
LmjF.20.1230,non-orphan,0.518134715,0.079,56.4973,42.57,0.584,133,-0.51053,0.422,TRITRYP
LmjF.20.1250,non-orphan,56.08108108,1.40086,20.7894,45.66,0.581,236,-0.3911,0.428,TRITRYP
LmjF.20.1280,non-orphan,12.26415094,0.12135,424.156,37.97,0.601,152,-0.72961,0.577,TRITRYP
LmjF.20.1290,non-orphan,44.11764706,0.18399,46.4593,37.03,0.613,280,-0.70643,0.545,TRITRYP
LmjF.20.1300,non-orphan,6.632653061,0.20517,44.9849,41.64,0.559,136,-0.45441,0.296,TRITRYP
LmjF.20.1310,non-orphan,6.282722513,0.09552,235.33,35.87,0.575,131,-0.71756,0.645,TRITRYP
LmjF.20.1320,non-orphan,49.02439024,0.12894,20.4511,42.66,0.646,350,-0.46714,0.426,TRITRYP
LmjF.20.1330,non-orphan,11.26126126,0.40813,13.2408,44.13,0.642,384,-0.11172,0.379,TRITRYP
LmjF.20.1360,non-orphan,25.53648069,0.27168,24.8818,42.77,0.638,406,-0.0202,0.399,TRITRYP
LmjF.20.1380,non-orphan,56.16438356,0.71326,18.7294,48.42,0.665,1254,-0.14601,0.332,TRITRYP
LmjF.20.1400,non-orphan,0,0.0342,60.9283,36.93,0.631,510,0.0751,0.528,TRITRYP
LmjF.20.1410,non-orphan,32.49243189,0.51585,13.8822,45.22,0.663,931,-0.13512,0.371,TRITRYP
LmjF.20.1420,non-orphan,52.84046693,0.51646,17.2338,44.14,0.665,1225,-0.32539,0.395,TRITRYP
LmjF.20.1430,non-orphan,0.25,0.16164,25.3278,37.42,0.653,340,-0.01294,0.534,TRITRYP
LmjF.20.1440,non-orphan,99.02439024,0.17112,29.8157,38.06,0.683,145,-0.6469,0.594,TRITRYP
LmjF.20.1450,non-orphan,23.62030905,0.18338,8.8976,37.97,0.68,393,-0.19593,0.428,TRITRYP
LmjF.20.1460,non-orphan,13.75921376,0.28983,37.3378,41.61,0.622,347,0.02536,0.424,TRITRYP
LmjF.20.1480,non-orphan,14.79007634,0.15978,12.4377,40.21,0.646,988,-0.11619,0.462,TRITRYP
LmjF.20.1490,non-orphan,6.725146199,0.25863,22.9189,40.53,0.638,966,0.14627,0.434,TRITRYP
LmjF.20.1500,non-orphan,26.45607108,0.36399,13.6134,44.98,0.658,953,-0.14071,0.398,TRITRYP
LmjF.20.1520,non-orphan,22.38442822,0.27695,26.6239,44.31,0.65,1584,-0.26597,0.361,TRITRYP
LmjF.20.1530,non-orphan,15.40913921,0.36574,13.5221,49.33,0.631,881,0.07616,0.321,TRITRYP
LmjF.20.1580,non-orphan,23.19109462,0.12972,18.3247,46.72,0.596,1018,-0.53713,0.378,TRITRYP
LmjF.20.1590,non-orphan,17.67955801,0.18734,27.9487,47.05,0.548,121,0.16777,0.391,TRITRYP
LmjF.20.1600,non-orphan,0.281425891,0.33794,32.4634,52.49,0.58,1006,0.19046,0.308,TRITRYP
LmjF.20.1610,non-orphan,10.50955414,0.59839,19.6177,61,0.486,254,-0.00787,0.196,TRITRYP
LmjF.20.1620,non-orphan,6.179775281,0.15752,37.0145,55.25,0.526,296,-0.53074,0.317,TRITRYP
LmjF.20.1630,non-orphan,25,0.31845,20.5226,44.08,0.618,608,-0.37566,0.375,TRITRYP
LmjF.20.1660,non-orphan,25.70194384,0.22295,26.1628,43.18,0.593,403,-0.03424,0.418,TRITRYP
LmjF.20.1720,non-orphan,18.68852459,0.16801,13.4987,48.09,0.614,245,-0.1751,0.412,TRITRYP
LmjF.20.1730,non-orphan,2.510460251,0.11617,18.1948,46.6,0.586,418,-0.34067,0.374,TRITRYP
LmjF.20.1740,non-orphan,8.055555556,0.17899,27.39,50.75,0.589,300,-0.11167,0.365,TRITRYP
LmjF.21.0027,non-orphan,3.164556962,0.32839,11.1488,59.84,0.531,256,-0.02148,0.23,TRITRYP
LmjF.21.0030,non-orphan,8.965517241,0.30044,30.3471,56.39,0.512,230,-0.69304,0.267,TRITRYP
LmjF.21.0040,non-orphan,4.918032787,0.50818,19.1326,54.1,0.505,245,-0.54286,0.236,TRITRYP
LmjF.21.0050,non-orphan,2.04778157,0.23261,15.9256,51.14,0.552,233,-0.10858,0.269,TRITRYP
LmjF.21.0055,non-orphan,0.542495479,0.31011,27.5941,55.2,0.591,493,0.15051,0.298,TRITRYP
LmjF.21.0060,non-orphan,22.72727273,0.21279,30.5127,51.02,0.569,424,-0.2158,0.337,TRITRYP
LmjF.21.0070,non-orphan,7.246376812,0.33319,22.9284,50.7,0.593,285,-0.06211,0.244,TRITRYP
LmjF.21.0080,non-orphan,2.786885246,0.12316,32.47,47.64,0.558,550,0.39709,0.404,TRITRYP
LmjF.21.0090,non-orphan,0,0.25137,17.4865,47.15,0.548,183,0.60547,0.366,TRITRYP
LmjF.21.0100,non-orphan,7.109004739,0.05603,14.8363,39.53,0.594,151,-0.87152,0.403,TRITRYP
LmjF.21.0110,non-orphan,2.766798419,0.1259,17.2099,46.93,0.572,193,0.00466,0.356,TRITRYP
LmjF.21.0120,non-orphan,9.41943128,0.2416,25.647,45.03,0.628,1628,-0.26382,0.387,TRITRYP
LmjF.21.0130,non-orphan,23.45679012,0.36755,35.7661,43.23,0.614,1722,-0.07137,0.404,TRITRYP
LmjF.21.0140,non-orphan,4.707560628,0.07834,8.9982,41.64,0.625,641,-0.18534,0.408,TRITRYP
LmjF.21.0150,non-orphan,22.59615385,0.21623,12.1238,42.64,0.647,356,-0.16882,0.441,TRITRYP
LmjF.21.0160,non-orphan,5.452292441,0.23772,19.2027,45.78,0.653,747,0.05248,0.332,TRITRYP
LmjF.21.0170,non-orphan,13.56542617,0.23778,11.8763,41.18,0.64,773,0.0185,0.43,TRITRYP
LmjF.21.0180,non-orphan,26.31921824,0.22992,19.7994,40.12,0.663,1475,-0.132,0.456,TRITRYP
LmjF.21.0190,non-orphan,18.49489796,0.18227,22.034,40.04,0.648,724,-0.10843,0.474,TRITRYP
LmjF.21.0200,non-orphan,7.254901961,0.14091,17.1405,40.18,0.642,960,-0.19708,0.458,TRITRYP
LmjF.21.0210,non-orphan,14.64646465,0.30292,7.9544,43.93,0.643,534,-0.00861,0.382,TRITRYP
LmjF.21.0220,non-orphan,0,0.1192,22.9676,44.79,0.617,154,-0.12273,0.44,TRITRYP
LmjF.21.0260,non-orphan,7.317073171,0.16988,18.8266,37.37,0.644,596,-0.08238,0.485,TRITRYP
LmjF.21.0270,non-orphan,19.58333333,0.27983,9.6643,43.14,0.662,1140,-0.04202,0.399,TRITRYP
LmjF.21.0280,non-orphan,29.2358804,0.22165,7.8551,45.52,0.662,542,-0.14963,0.369,TRITRYP
LmjF.21.0290,non-orphan,24.61005199,0.26901,18.5435,40.67,0.646,1094,-0.3521,0.403,TRITRYP
LmjF.21.0300,non-orphan,22.44224422,0.36893,9.816,40.65,0.623,243,-0.03045,0.396,TRITRYP
LmjF.21.0310,non-orphan,8.376963351,0.23088,20.0369,43.62,0.64,322,-0.04845,0.399,TRITRYP
LmjF.21.0320,non-orphan,79.65517241,0.23528,13.5665,48.06,0.664,230,-0.66391,0.345,TRITRYP
LmjF.21.0340,non-orphan,11.76470588,0.06364,43.2202,33.78,0.657,467,-0.35311,0.621,TRITRYP
LmjF.21.0350,non-orphan,0,0.2647,15.8071,41.27,0.612,121,-0.00496,0.472,TRITRYP
LmjF.21.0360,non-orphan,49.6969697,0.3218,16.1658,47.83,0.644,270,-0.68963,0.336,TRITRYP
LmjF.21.0370,non-orphan,32.3943662,0.37671,10.9311,46.51,0.63,721,-0.17504,0.353,TRITRYP
LmjF.21.0380,non-orphan,5.090909091,0.02957,56.8768,33.88,0.597,215,-0.29302,0.627,TRITRYP
LmjF.21.0390,non-orphan,18.46522782,0.09846,15.0607,40.21,0.627,357,-0.33782,0.432,TRITRYP
LmjF.21.0410,non-orphan,20.12288786,0.2884,14.0673,43.92,0.653,1242,-0.15073,0.391,TRITRYP
LmjF.21.0430,non-orphan,33.04157549,0.12549,29.5687,38.16,0.64,397,-0.64257,0.538,TRITRYP
LmjF.21.0440,non-orphan,0,0.1072,45.6407,34.97,0.61,270,0.03074,0.591,TRITRYP
LmjF.21.0480,non-orphan,19.96402878,0.38869,8.214,47.47,0.66,496,-0.24274,0.376,TRITRYP
LmjF.21.0500,non-orphan,1.094890511,0.30392,24.1864,46.2,0.597,214,-0.07523,0.358,TRITRYP
LmjF.21.0510,non-orphan,38.88,0.36629,10.1524,42.78,0.682,565,0.1085,0.406,TRITRYP
LmjF.21.0520,non-orphan,5.325443787,0.11932,5.897,39.48,0.676,447,0.11365,0.462,TRITRYP
LmjF.21.0530,non-orphan,27.15231788,0.20962,16.9003,38.74,0.681,1148,-0.11132,0.481,TRITRYP
LmjF.21.0550,non-orphan,16.51982379,0.20634,20.5968,41.08,0.636,394,-0.03883,0.485,TRITRYP
LmjF.21.0560,non-orphan,25.64102564,0.17522,21.5312,52.23,0.573,96,-0.21979,0.388,TRITRYP
LmjF.21.0570,non-orphan,39.92015968,0.42848,13.4259,46.32,0.643,441,-0.38209,0.341,TRITRYP
LmjF.21.0580,non-orphan,26.99619772,0.25183,9.3035,44.1,0.668,466,-0.17253,0.354,TRITRYP
LmjF.21.0600,non-orphan,18.50393701,0.37142,17.6762,52.13,0.612,448,-0.08125,0.29,TRITRYP
LmjF.21.0610,non-orphan,13.47424042,0.19326,11.5126,40.9,0.638,697,-0.14003,0.474,TRITRYP
LmjF.21.0650,non-orphan,11.87410587,0.45259,7.7673,49.77,0.647,639,-0.20876,0.306,TRITRYP
LmjF.21.0690,non-orphan,0,0.1506,11.6136,47.63,0.595,148,-0.27297,0.279,TRITRYP
LmjF.21.0700,non-orphan,50.22026432,0.25997,17.9557,50.08,0.598,621,-0.5599,0.331,TRITRYP
LmjF.21.0720,non-orphan,11.5942029,0.38611,24.9287,56.94,0.545,354,-0.2565,0.243,TRITRYP
LmjF.21.0725,non-orphan,4.805491991,0.26382,33.8831,58.77,0.502,377,-0.25066,0.189,TRITRYP
LmjF.21.0735,non-orphan,0.495049505,0.1298,27.7323,50.92,0.479,142,0.17676,0.228,TRITRYP
LmjF.21.0750,non-orphan,2.688860435,0.42495,11.2639,51.04,0.583,721,-0.05631,0.306,TRITRYP
LmjF.21.0770,non-orphan,56.19389587,0.16046,39.7615,44.77,0.616,497,-0.43018,0.406,TRITRYP
LmjF.21.0780,non-orphan,22.44655582,0.37018,13.2223,48.92,0.634,782,-0.33926,0.315,TRITRYP
LmjF.21.0790,non-orphan,33.62068966,0.23522,10.6941,45.95,0.639,288,-0.24931,0.35,TRITRYP
LmjF.21.0820,non-orphan,44.52198186,0.05624,12.2431,37.81,0.632,1373,-0.50961,0.504,TRITRYP
LmjF.21.0823,non-orphan,34.77842004,0.39496,22.0607,43.98,0.648,978,-0.18773,0.394,TRITRYP
LmjF.21.0827,non-orphan,9.854014599,0.01507,20.0267,47.62,0.604,214,-0.78411,0.41,TRITRYP
LmjF.21.0843,non-orphan,57.25593668,0.15038,15.0416,44.48,0.619,319,-0.93856,0.404,TRITRYP
LmjF.21.0855,non-orphan,24.71910112,0.52039,16.8992,50.43,0.649,296,-0.2696,0.342,TRITRYP
LmjF.21.0865,non-orphan,18.20652174,0.47453,14.3825,50.35,0.644,676,-0.32367,0.322,TRITRYP
LmjF.21.0875,non-orphan,40.35874439,0.38194,14.5653,42.63,0.665,1278,-0.15853,0.417,TRITRYP
LmjF.21.0880,non-orphan,19.94076999,0.2905,16.6146,42.29,0.644,953,0.14743,0.434,TRITRYP
LmjF.21.0883,non-orphan,9.885931559,0.27626,43.2981,42.81,0.591,203,0.38769,0.407,TRITRYP
LmjF.21.0885,non-orphan,35.83855254,0.34154,5.6364,43.59,0.665,1377,-0.23878,0.382,TRITRYP
LmjF.21.0891,non-orphan,30.31088083,0.32193,15.1844,43.23,0.646,712,-0.2764,0.403,TRITRYP
LmjF.21.0905,non-orphan,13.97637795,0.42339,15.8305,44.53,0.63,448,0.06897,0.381,TRITRYP
LmjF.21.0940,non-orphan,0.735294118,0.31003,46.5842,43.98,0.606,348,0.29799,0.445,TRITRYP
LmjF.21.0950,non-orphan,41.2244898,0.2618,13.4774,44.79,0.62,430,-0.38954,0.389,TRITRYP
LmjF.21.0960,non-orphan,75.51290536,0.58731,31.2832,48.19,0.649,1451,-0.48091,0.338,TRITRYP
LmjF.21.0970,non-orphan,35.18758085,0.40893,10.0619,47.56,0.639,713,-0.34039,0.352,TRITRYP
LmjF.21.0980,non-orphan,3.817204301,0.04214,34.8284,34.53,0.636,1800,-0.28006,0.59,TRITRYP
LmjF.21.0990,non-orphan,0.99009901,0.0672,20.2474,33.55,0.615,142,-0.42183,0.513,TRITRYP
LmjF.21.1010,non-orphan,5.849056604,0.04727,16.2183,38.73,0.634,470,-0.13383,0.523,TRITRYP
LmjF.21.1020,non-orphan,26.27118644,0.13355,28.1845,38.63,0.641,294,-0.4602,0.451,TRITRYP
LmjF.21.1080,non-orphan,2.493074792,0.0253,46.4715,40.49,0.599,301,-0.33787,0.484,TRITRYP
LmjF.21.1100,non-orphan,44.86842105,0.19682,7.0304,38.09,0.684,700,-0.529,0.468,TRITRYP
LmjF.21.1110,non-orphan,26.35914333,0.37664,25.2925,44.7,0.664,1761,-0.52067,0.354,TRITRYP
LmjF.21.1120,non-orphan,31.30563798,0.23423,8.2757,41.94,0.653,614,-0.12736,0.438,TRITRYP
LmjF.21.1140,non-orphan,43.5261708,0.39709,18.0266,51.24,0.617,303,-0.47063,0.325,TRITRYP
LmjF.21.1150,non-orphan,49.94517544,0.38501,14.1872,48.89,0.639,1764,-0.79745,0.329,TRITRYP
LmjF.21.1180,non-orphan,4.892966361,0.18236,39.386,41.53,0.627,267,-0.15918,0.448,TRITRYP
LmjF.21.1200,non-orphan,32.57790368,0.39029,15.5065,50.77,0.642,293,-0.23959,0.307,TRITRYP
LmjF.21.1220,non-orphan,47.27653631,0.36093,21.0978,44.34,0.645,1372,-0.43571,0.372,TRITRYP
LmjF.21.1230,non-orphan,40.25787966,0.20026,7.1228,41.85,0.638,638,-0.3605,0.438,TRITRYP
LmjF.21.1240,non-orphan,51.36157337,0.28944,28.6066,43.26,0.625,1262,-0.55943,0.423,TRITRYP
LmjF.21.1250,non-orphan,11.85410334,0.17709,123.972,39.7,0.611,269,-0.3368,0.489,TRITRYP
LmjF.21.1260,non-orphan,47.67857143,0.60888,19.5246,52.34,0.622,500,-0.2218,0.309,TRITRYP
LmjF.21.1270,non-orphan,25.92178771,0.15223,23.9834,41.9,0.637,835,-0.31509,0.429,TRITRYP
LmjF.21.1280,non-orphan,45.52683897,0.58242,16.6026,48.88,0.641,443,-0.22844,0.322,TRITRYP
LmjF.21.1300,non-orphan,44.47900467,0.22188,13.7457,43.66,0.632,583,-0.3765,0.404,TRITRYP
LmjF.21.1310,non-orphan,10.76555024,0.15182,13.0864,42.2,0.638,358,-0.15279,0.452,TRITRYP
LmjF.21.1320,non-orphan,0,0.35922,32.7057,41.23,0.621,161,-0.1323,0.479,TRITRYP
LmjF.21.1350,non-orphan,54.99181669,0.47124,35.5167,48.08,0.652,1773,-0.41816,0.334,TRITRYP
LmjF.21.1370,non-orphan,48.60234445,0.47779,23.2334,47.14,0.622,1049,-0.29428,0.333,TRITRYP
LmjF.21.1380,non-orphan,24.3559719,0.32883,18.7906,39.85,0.647,367,-0.08447,0.413,TRITRYP
LmjF.21.1400,non-orphan,15.37290715,0.31903,43.9223,44.42,0.631,597,-0.0732,0.404,TRITRYP
LmjF.21.1410,non-orphan,34.43298969,0.45327,13.095,45.97,0.65,425,-0.26306,0.334,TRITRYP
LmjF.21.1420,non-orphan,0,0.20691,13.8772,48.64,0.601,269,-0.13643,0.369,TRITRYP
LmjF.21.1440,non-orphan,2.135231317,0.05025,24.4504,40.3,0.59,221,-0.45566,0.464,TRITRYP
LmjF.21.1470,non-orphan,4.518072289,0.17189,19.4995,37.85,0.619,272,-0.10221,0.507,TRITRYP
LmjF.21.1480,non-orphan,68.88387824,0.34163,58.6427,45.03,0.659,827,-0.56445,0.37,TRITRYP
LmjF.21.1500,non-orphan,9.047619048,0.07512,17.8838,39.52,0.617,570,-0.57158,0.459,TRITRYP
LmjF.21.1510,non-orphan,40.89414859,0.51404,20.6732,47.12,0.648,1461,-0.11732,0.352,TRITRYP
LmjF.21.1540,non-orphan,29.90750257,0.19415,19.8541,42.66,0.634,1886,-0.22688,0.441,TRITRYP
LmjF.21.1555,non-orphan,0.21978022,0.06323,75.2905,32.32,0.611,395,-0.56279,0.633,TRITRYP
LmjF.21.1558,non-orphan,16.12903226,0.28709,27.1128,49.42,0.627,467,0.07966,0.334,TRITRYP
LmjF.21.1560,non-orphan,45.42372881,0.30577,28.2574,43.89,0.612,530,-0.31962,0.418,TRITRYP
LmjF.21.1561,non-orphan,79.67806841,0.13278,15.4198,44.24,0.631,437,-0.53753,0.414,TRITRYP
LmjF.21.1563,non-orphan,3.361344538,0.09215,31.8408,38.1,0.637,535,-0.17252,0.485,TRITRYP
LmjF.21.1566,non-orphan,58.63970588,0.12337,32.9866,37.95,0.661,484,-0.79236,0.481,TRITRYP
LmjF.21.1567,non-orphan,5.735660848,0.14487,17.4585,42.62,0.615,341,-0.34428,0.406,TRITRYP
LmjF.21.1568,non-orphan,71.3592233,0.86393,15.5677,51.55,0.621,146,-0.50343,0.24,TRITRYP
LmjF.21.1569,non-orphan,3.834510595,0.13176,23.1543,41.31,0.628,931,0.05091,0.431,TRITRYP
LmjF.21.1570,non-orphan,0.606060606,0.28856,14.6803,33.38,0.618,600,0.66133,0.491,TRITRYP
LmjF.21.1580,non-orphan,0.435413643,0.20738,44.5383,39.67,0.585,629,0.51924,0.486,TRITRYP
LmjF.21.1590,non-orphan,0,0.15719,22.9044,42.64,0.598,469,0.54286,0.441,TRITRYP
LmjF.21.1600,non-orphan,7.3089701,0.30354,26.3835,43.22,0.585,241,-0.41245,0.43,TRITRYP
LmjF.21.1610,non-orphan,26.81818182,0.50292,82.8556,43.53,0.592,160,-0.61063,0.442,TRITRYP
LmjF.21.1620,non-orphan,15.75,0.06469,19.0726,42.61,0.596,340,-0.68265,0.454,TRITRYP
LmjF.21.1640,non-orphan,4.810996564,0.47854,20.4818,47.18,0.608,231,0.10043,0.366,TRITRYP
LmjF.21.1670,non-orphan,0,0.28448,12.0522,52.55,0.6,443,0.09842,0.339,TRITRYP
LmjF.21.1675,non-orphan,11.42857143,0.48023,55.0247,57.56,0.591,150,-0.438,0.274,TRITRYP
LmjF.21.1690,non-orphan,0,0.16911,33.43,50.84,0.543,251,0.1243,0.276,TRITRYP
LmjF.21.1710,non-orphan,7.373271889,0.05347,71.5831,44.41,0.569,157,-0.9949,0.499,TRITRYP
LmjF.21.1730,non-orphan,52.38095238,0.34495,9.1708,61,0.517,171,-1.1579,0.229,TRITRYP
LmjF.21.1740,non-orphan,0,0.24131,17.2667,58.07,0.517,382,-0.35576,0.239,TRITRYP
LmjF.21.1750,non-orphan,1.123595506,0.19693,31.7261,57.65,0.493,385,-0.4026,0.229,TRITRYP
LmjF.21.1810,non-orphan,0,0.19162,15.902,46.31,0.588,464,0.43879,0.386,TRITRYP
LmjF.21.1840,non-orphan,70.41984733,0.49628,14.0755,49.89,0.643,464,-0.26487,0.335,TRITRYP
LmjF.22.0020,non-orphan,13.7254902,0.22693,2.2357,44.72,0.63,144,-0.32708,0.409,TRITRYP
LmjF.22.0040,non-orphan,0,0.18831,28.4989,47.54,0.614,287,0.12544,0.342,TRITRYP
LmjF.22.0050,non-orphan,63.39622642,0.27569,24.8638,49.22,0.619,470,-1.04021,0.313,TRITRYP
LmjF.22.0070,non-orphan,17.47851003,0.29602,17.1096,49.36,0.611,289,-0.2827,0.301,TRITRYP
LmjF.22.0080,non-orphan,14.06649616,0.12859,34.852,43.06,0.614,331,-0.47039,0.446,TRITRYP
LmjF.22.0100,non-orphan,0.99009901,0.22381,36.5126,39.41,0.609,243,-0.12017,0.462,TRITRYP
LmjF.22.0120,non-orphan,42.10526316,0.12264,19.4249,47.55,0.579,244,-0.91598,0.348,TRITRYP
LmjF.22.0140,non-orphan,37.64320786,0.3384,31.4649,49.24,0.621,551,-0.31325,0.346,TRITRYP
LmjF.22.0150,non-orphan,15.51401869,0.1937,16.282,49.12,0.633,475,-0.09937,0.349,TRITRYP
LmjF.22.0160,non-orphan,34.89361702,0.1949,73.3126,44.75,0.628,410,-0.44756,0.413,TRITRYP
LmjF.22.0170,non-orphan,20.49839228,0.30944,17.0359,44.47,0.605,1184,-0.44139,0.405,TRITRYP
LmjF.22.0190,non-orphan,5.905511811,0.36186,42.1189,41.37,0.615,448,-0.3433,0.39,TRITRYP
